condition_id,family,level,alpha_scale,beta_scale,sigma_scale,r,dose,node,metric,reduction_percent,ci95_low,ci95_high,paired_replicates
alpha_1p50,alpha,1.5,1.5,1.0,1.0,0.75,100.0,p100_RelB,final,4.1242050154793315,3.5728202962170204,4.7105628441854535,200
alpha_1p50,alpha,1.5,1.5,1.0,1.0,0.75,100.0,p50_p65,auc,35.600751486592976,34.23680885721252,37.02501319631821,200
alpha_1p50,alpha,1.5,1.5,1.0,1.0,0.75,100.0,p50_p65,final,35.69540103868915,34.37201183242433,37.021132202452605,200
alpha_1p50,alpha,1.5,1.5,1.0,1.0,0.75,100.0,p52,auc,1.9661072695199122,1.5908487420070097,2.413459078455848,200
alpha_1p50,alpha,1.5,1.5,1.0,1.0,0.75,100.0,p52,final,1.9604265098729479,1.577537963206502,2.42331361510593,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,BAFF,auc,0.3692716395639173,0.2552577641459103,0.49610347650406444,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,BAFF,final,0.3421416075011119,0.23503856093988168,0.47159773649910736,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,BAFFR,auc,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,BAFFR,final,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,Btx,auc,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,Btx,final,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,CD40,auc,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,CD40,final,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,IKKa_noncanonical,auc,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,IKKa_noncanonical,final,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,IL1R,auc,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,IL1R,final,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,IkBa_release_signal,auc,17.369480916262457,16.153376419493295,18.63902751876981,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,IkBa_release_signal,final,17.482072038952623,16.275497923507533,18.83127340339284,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,LTB,auc,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,LTB,final,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,NEMO_IKKa_IKKb,auc,7.923397383177644,7.3635886788910785,8.480547601475285,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,NEMO_IKKa_IKKb,final,7.947328625784856,7.412277062301427,8.532492241959261,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,NIK,auc,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,NIK,final,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,Phenotype_canonical,auc,3.898141133815336,3.1790653364890002,4.764808196463822,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,Phenotype_canonical,final,3.6145163537494085,2.8887191609804463,4.472832340574676,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,Phenotype_noncanonical,auc,0.10051375836739318,0.07060844100092667,0.13318990715178836,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,Phenotype_noncanonical,final,0.07655952311304004,0.05111886375927882,0.10634337955685577,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,TAK1_TAB,auc,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,TAK1_TAB,final,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,TNFR,auc,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,TNFR,final,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,TNFa,auc,6.811987628348726,5.765411280873298,8.039912567866391,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,TNFa,final,6.686005963707098,5.574325233349729,7.795147804153706,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,TRAF2_3,auc,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,TRAF2_3,final,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,TRAF2_5,auc,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,TRAF2_5,final,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,TRAF6,auc,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,TRAF6,final,0.0,0.0,0.0,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,p100,auc,12.907058013365768,11.600813238345728,14.30039898519196,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,p100,final,12.925159003318477,11.623155067696974,14.319242647995228,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,p100_RelB,auc,2.2787773057284078,1.8963312401122057,2.741798845835264,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,p100_RelB,final,2.284092598708365,1.8890915639892905,2.768943455852731,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,p50_p65,auc,29.040825293536088,27.824156819333048,30.321694682454666,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,p50_p65,final,29.178994944716642,27.908790832171515,30.53890608432418,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,p52,auc,0.9050881079627926,0.6855574431582001,1.154039296601404,200
beta_0p50,beta,0.5,1.0,0.5,1.0,0.75,100.0,p52,final,0.8944584856171667,0.6724976205535724,1.1428765137114616,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,BAFF,auc,1.304935730551382,1.0177278710471007,1.6260500524154218,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,BAFF,final,1.271323209866737,0.9772863427620632,1.5808216586075277,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,BAFFR,auc,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,BAFFR,final,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,Btx,auc,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,Btx,final,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,CD40,auc,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,CD40,final,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,IKKa_noncanonical,auc,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,IKKa_noncanonical,final,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,IL1R,auc,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,IL1R,final,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,IkBa_release_signal,auc,23.476300090415602,21.929690946912753,25.096510270351406,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,IkBa_release_signal,final,23.590764484389158,22.02565005507833,25.13546571839026,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,LTB,auc,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,LTB,final,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,NEMO_IKKa_IKKb,auc,11.228271616154107,10.38725861694687,12.117561181489933,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,NEMO_IKKa_IKKb,final,11.263931493443247,10.390450966023932,12.1012981047838,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,NIK,auc,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,NIK,final,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,Phenotype_canonical,auc,8.16976550809948,7.105237659251332,9.288835249774294,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,Phenotype_canonical,final,7.711449758047218,6.638699577176867,8.899970438229754,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,Phenotype_noncanonical,auc,0.5106251522389305,0.37696689546348416,0.656411095289956,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,Phenotype_noncanonical,final,0.4651554304846317,0.3342125375152605,0.6121912677926917,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,TAK1_TAB,auc,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,TAK1_TAB,final,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,TNFR,auc,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,TNFR,final,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,TNFa,auc,12.873977464855912,11.44033121809012,14.415978241189649,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,TNFa,final,12.729437459037541,11.286760392976799,14.288535293740754,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,TRAF2_3,auc,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,TRAF2_3,final,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,TRAF2_5,auc,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,TRAF2_5,final,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,TRAF6,auc,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,TRAF6,final,0.0,0.0,0.0,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,p100,auc,21.861369205778658,20.01016007375972,23.801786894820307,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,p100,final,21.90288682242597,20.1112524496663,23.947152177605968,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,p100_RelB,auc,5.170744847559305,4.557311831542325,5.849343102760641,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,p100_RelB,final,5.196313940515962,4.5877825193906325,5.847881976324671,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,p50_p65,auc,38.41955796783259,36.96818478318211,39.907031588626175,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,p50_p65,final,38.5709143657877,37.22337671638297,40.06415114543357,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,p52,auc,2.6566633801947126,2.1887054796082213,3.1660918860094096,200
beta_0p75,beta,0.75,1.0,0.75,1.0,0.75,100.0,p52,final,2.6518341421264746,2.2049378827369708,3.1968625368151176,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,BAFF,auc,5.5212044838939045,4.709556083041568,6.2987711838238125,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,BAFF,final,5.508743653652449,4.755619396019997,6.310690457390179,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,BAFFR,auc,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,BAFFR,final,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,Btx,auc,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,Btx,final,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,CD40,auc,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,CD40,final,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,IKKa_noncanonical,auc,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,IKKa_noncanonical,final,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,IL1R,auc,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,IL1R,final,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,IkBa_release_signal,auc,32.73592545003433,30.62273675333973,34.97889622072002,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,IkBa_release_signal,final,32.83977580263059,30.752196653421894,34.934342904589435,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,LTB,auc,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,LTB,final,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,NEMO_IKKa_IKKb,auc,16.812847240695195,15.369216820973463,18.367459549770647,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,NEMO_IKKa_IKKb,final,16.872365230871257,15.410738227897536,18.378156320191568,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,NIK,auc,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,NIK,final,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,Phenotype_canonical,auc,21.41159183150878,19.64721550422997,23.300392765808905,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,Phenotype_canonical,final,20.81477849990112,18.96145494150383,22.624775349636817,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,Phenotype_noncanonical,auc,3.352041295637964,2.7948038459694926,3.9897838687955107,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,Phenotype_noncanonical,final,3.266536352741467,2.7390948373679707,3.8630508817773785,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,TAK1_TAB,auc,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,TAK1_TAB,final,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,TNFR,auc,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,TNFR,final,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,TNFa,auc,28.003144227246324,26.194279896004815,29.977033340897428,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,TNFa,final,27.873678900644283,25.94124842351115,29.98718689469943,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,TRAF2_3,auc,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,TRAF2_3,final,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,TRAF2_5,auc,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,TRAF2_5,final,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,TRAF6,auc,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,TRAF6,final,0.0,0.0,0.0,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,p100,auc,37.81902569578649,35.62815878245111,40.29213911891747,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,p100,final,37.878016543919365,35.734654287286446,40.207136866424236,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,p100_RelB,auc,11.724732755887146,10.660745604785506,12.88998558936109,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,p100_RelB,final,11.806940508909026,10.75107492513939,12.99573078423822,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,p50_p65,auc,51.01050165560645,49.49235890675812,52.68491911713618,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,p50_p65,final,51.162856585252634,49.57316468897659,52.772210527733904,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,p52,auc,8.341855832825228,7.325946712185561,9.533039101122736,200
beta_1p25,beta,1.25,1.0,1.25,1.0,0.75,100.0,p52,final,8.379490102389386,7.319754792397832,9.575603724374202,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,BAFF,auc,8.067064565489002,7.033574216083168,9.173547209723644,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,BAFF,final,8.083468216611212,7.087424235523173,9.147455019963187,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,BAFFR,auc,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,BAFFR,final,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,Btx,auc,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,Btx,final,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,CD40,auc,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,CD40,final,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,IKKa_noncanonical,auc,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,IKKa_noncanonical,final,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,IL1R,auc,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,IL1R,final,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,IkBa_release_signal,auc,36.09803640283181,33.6771509373877,38.45481056081871,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,IkBa_release_signal,final,36.19123472274388,33.82213857117252,38.60443822562386,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,LTB,auc,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,LTB,final,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,NEMO_IKKa_IKKb,auc,19.12339642621785,17.348905967105946,20.99413090582055,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,NEMO_IKKa_IKKb,final,19.193719217107763,17.418215551375084,21.01696717339246,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,NIK,auc,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,NIK,final,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,Phenotype_canonical,auc,28.927551394103258,27.01478197022208,31.171846838175046,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,Phenotype_canonical,final,28.387354822839573,26.38192128573363,30.45624322205419,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,Phenotype_noncanonical,auc,5.667315086543101,4.834456376816872,6.578092357836523,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,Phenotype_noncanonical,final,5.585478146389566,4.779604044286735,6.480057166966482,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,TAK1_TAB,auc,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,TAK1_TAB,final,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,TNFR,auc,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,TNFR,final,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,TNFa,auc,35.53400308684264,33.563699434749395,37.398434138829444,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,TNFa,final,35.44167042037949,33.62156584043504,37.52946960631223,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,TRAF2_3,auc,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,TRAF2_3,final,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,TRAF2_5,auc,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,TRAF2_5,final,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,TRAF6,auc,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,TRAF6,final,0.0,0.0,0.0,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,p100,auc,44.01634526317508,41.91665486657398,46.438452963360675,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,p100,final,44.08179941041293,41.96206397017287,46.529303038536355,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,p100_RelB,auc,13.793732149205319,12.57508039136314,15.126539347851836,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,p100_RelB,final,13.890789869807607,12.617112202936768,15.233713191503275,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,p50_p65,auc,54.99203749661401,53.39053133005148,56.61407002895587,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,p50_p65,final,55.13592055060473,53.574556166213256,56.861391177443096,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,p52,auc,11.01314280255713,9.684413319930691,12.511778526487209,200
beta_1p50,beta,1.5,1.0,1.5,1.0,0.75,100.0,p52,final,11.079899567224505,9.812358225751755,12.589647733631065,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,BAFF,auc,3.060877949824814,2.5500091106224647,3.6124937076357844,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,BAFF,final,3.034535065067989,2.5247906301459264,3.6099321125492723,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,BAFFR,auc,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,BAFFR,final,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,Btx,auc,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,Btx,final,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,CD40,auc,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,CD40,final,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,IKKa_noncanonical,auc,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,IKKa_noncanonical,final,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,IL1R,auc,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,IL1R,final,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,IkBa_release_signal,auc,28.569501312359602,26.718975566425403,30.468345136502123,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,IkBa_release_signal,final,28.690949696877144,26.894799321400324,30.601215627932138,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,LTB,auc,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,LTB,final,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,NEMO_IKKa_IKKb,auc,14.187490080136744,13.007909308262347,15.3449253951604,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,NEMO_IKKa_IKKb,final,14.241936153615386,13.091863351600233,15.467349662281682,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,NIK,auc,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,NIK,final,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,Phenotype_canonical,auc,14.214811816938134,12.75087458888174,15.701435254326013,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,Phenotype_canonical,final,13.660752229871253,12.210614125850112,15.233999492452963,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,Phenotype_noncanonical,auc,1.5447800998503292,1.2257277018345079,1.9279757044053862,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,Phenotype_noncanonical,final,1.4742406723964874,1.1777903283353628,1.8463252554782874,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,TAK1_TAB,auc,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,TAK1_TAB,final,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,TNFR,auc,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,TNFR,final,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,TNFa,auc,20.174582767950778,18.4775880599661,21.959526229793713,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,TNFa,final,20.02033196379166,18.285212094990694,21.928593302801225,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,TRAF2_3,auc,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,TRAF2_3,final,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,TRAF2_5,auc,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,TRAF2_5,final,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,TRAF6,auc,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,TRAF6,final,0.0,0.0,0.0,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,p100,auc,30.35577045846255,28.255003342606745,32.65695268687802,200
sigma_0p00,sigma,0.0,1.0,1.0,0.0,0.75,100.0,p100,final,30.403193151264286,28.322573546650258,32.75599337142131,200
