condition_id,family,level,dose,node,metric,value,baseline_value,relative_change_percent
alpha_1p25,alpha,1.25,100.0,Btx,auc_cv,0.36679740842693476,0.4115036525805379,-10.864118428415015
alpha_1p25,alpha,1.25,100.0,TAK1_TAB,final_mean,0.5498573600125001,0.48357264210000006,13.707292791553893
alpha_1p25,alpha,1.25,100.0,TAK1_TAB,final_cv,0.267075501386071,0.3085619675616627,-13.445100348376894
alpha_1p25,alpha,1.25,100.0,TAK1_TAB,auc_mean,273.66449140000003,240.4689862,13.804485029263214
alpha_1p25,alpha,1.25,100.0,TAK1_TAB,auc_cv,0.26697780339266125,0.3081772312965922,-13.36874490389599
alpha_1p25,alpha,1.25,100.0,NEMO_IKKa_IKKb,final_mean,0.4757875597875,0.3990133946,19.240999481850473
alpha_1p25,alpha,1.25,100.0,NEMO_IKKa_IKKb,final_cv,0.23799670842386553,0.26797761876101767,-11.187841162171496
alpha_1p25,alpha,1.25,100.0,NEMO_IKKa_IKKb,auc_mean,236.40603731250002,198.00618056250002,19.39326168552562
alpha_1p25,alpha,1.25,100.0,NEMO_IKKa_IKKb,auc_cv,0.23808630017987165,0.26798875718071297,-11.158101300748669
alpha_1p25,alpha,1.25,100.0,IkBa_release_signal,final_mean,0.30536395195,0.23551007488749998,29.66067464241955
alpha_1p25,alpha,1.25,100.0,IkBa_release_signal,final_cv,0.38468751877423984,0.4137182543444197,-7.017030374011934
alpha_1p25,alpha,1.25,100.0,IkBa_release_signal,auc_mean,151.5124125625,116.70437287375,29.82582300185539
alpha_1p25,alpha,1.25,100.0,IkBa_release_signal,auc_cv,0.3854853402070676,0.4148273850750491,-7.07331432872328
alpha_1p25,alpha,1.25,100.0,p50_p65,final_mean,0.22856149935,0.1612292729125,41.761787559534284
alpha_1p25,alpha,1.25,100.0,p50_p65,final_cv,0.460020984212076,0.5025243047048943,-8.457963146235926
alpha_1p25,alpha,1.25,100.0,p50_p65,auc_mean,113.0563575375,79.603306225,42.02470085594741
alpha_1p25,alpha,1.25,100.0,p50_p65,auc_cv,0.4605647276970583,0.503076246940054,-8.450313347444006
alpha_1p25,alpha,1.25,100.0,TNFa,final_mean,0.60599321425,0.49557346278750003,22.28120748060465
alpha_1p25,alpha,1.25,100.0,TNFa,final_cv,0.382463277546195,0.4604643961519166,-16.93966336107068
alpha_1p25,alpha,1.25,100.0,TNFa,auc_mean,296.421072075,241.0054182875,22.993530262209116
alpha_1p25,alpha,1.25,100.0,TNFa,auc_cv,0.3868722264882267,0.4651035056209641,-16.82018694490166
alpha_1p25,alpha,1.25,100.0,p100,final_mean,0.2583156100375,0.17996233625,43.53870672064026
alpha_1p25,alpha,1.25,100.0,p100,final_cv,0.7020459354867553,0.8282011089869484,-15.23243233210657
alpha_1p25,alpha,1.25,100.0,p100,auc_mean,127.320225,88.419129645,43.996243246440734
alpha_1p25,alpha,1.25,100.0,p100,auc_cv,0.702044633155891,0.8270143044922765,-15.110944352178679
alpha_1p25,alpha,1.25,100.0,Phenotype_canonical,final_mean,0.772622562275,0.6809200242375,13.467446215903166
alpha_1p25,alpha,1.25,100.0,Phenotype_canonical,final_cv,0.24952033502245716,0.30785838076115096,-18.94963703585345
alpha_1p25,alpha,1.25,100.0,Phenotype_canonical,auc_mean,375.3687091875,327.4420264625,14.636692559832042
alpha_1p25,alpha,1.25,100.0,Phenotype_canonical,auc_cv,0.25798077470047254,0.318699679593397,-19.052075913722533
alpha_1p25,alpha,1.25,100.0,NIK,final_mean,0.46355719892499997,0.405432408025,14.336493518893988
alpha_1p25,alpha,1.25,100.0,NIK,final_cv,0.4176237992639567,0.4611943646466652,-9.447332561422161
alpha_1p25,alpha,1.25,100.0,NIK,auc_mean,230.47548821249998,201.39707196249998,14.43835104783171
alpha_1p25,alpha,1.25,100.0,NIK,auc_cv,0.4180330474836464,0.46139699952031393,-9.39840356173759
alpha_1p25,alpha,1.25,100.0,IKKa_noncanonical,final_mean,0.37614086380000006,0.308058851475,22.100326609354106
alpha_1p25,alpha,1.25,100.0,IKKa_noncanonical,final_cv,0.49203314546335636,0.5533634273191441,-11.083183099561156
alpha_1p25,alpha,1.25,100.0,IKKa_noncanonical,auc_mean,186.4042043375,152.427095275,22.290727905823115
alpha_1p25,alpha,1.25,100.0,IKKa_noncanonical,auc_cv,0.4926090173222623,0.5533716766847852,-10.980442607136688
alpha_1p25,alpha,1.25,100.0,p100_RelB,final_mean,0.45082841819999997,0.3464450408625,30.12985178763996
alpha_1p25,alpha,1.25,100.0,p100_RelB,final_cv,0.3164367589913471,0.39036222097858625,-18.93765790191424
alpha_1p25,alpha,1.25,100.0,p100_RelB,auc_mean,222.61373906250003,170.6254149875,30.469273337039905
alpha_1p25,alpha,1.25,100.0,p100_RelB,auc_cv,0.31751376453857433,0.3912215719167215,-18.84042513735342
alpha_1p25,alpha,1.25,100.0,p52,final_mean,0.3783178860375,0.290046485075,30.433535831221946
alpha_1p25,alpha,1.25,100.0,p52,final_cv,0.5020370865987184,0.5979400051319554,-16.038886461873858
alpha_1p25,alpha,1.25,100.0,p52,auc_mean,186.146152425,142.162120975,30.939346675711764
alpha_1p25,alpha,1.25,100.0,p52,auc_cv,0.5024487972043183,0.5979599161582119,-15.97282967854029
alpha_1p25,alpha,1.25,100.0,BAFF,final_mean,0.7291964670250001,0.643102565675,13.38727381061464
alpha_1p25,alpha,1.25,100.0,BAFF,final_cv,0.256810771566754,0.3064279010310604,-16.192105646175158
alpha_1p25,alpha,1.25,100.0,BAFF,auc_mean,357.0209382625,313.0692518875,14.03896617442133
alpha_1p25,alpha,1.25,100.0,BAFF,auc_cv,0.2625529251706007,0.31315418524264804,-16.158576974738136
alpha_1p25,alpha,1.25,100.0,Phenotype_noncanonical,final_mean,0.8309547667000001,0.7610278082124999,9.188489268446641
alpha_1p25,alpha,1.25,100.0,Phenotype_noncanonical,final_cv,0.1857544447595722,0.23502816126521392,-20.965026591021807
alpha_1p25,alpha,1.25,100.0,Phenotype_noncanonical,auc_mean,403.9250890375,366.563082575,10.192517533419544
alpha_1p25,alpha,1.25,100.0,Phenotype_noncanonical,auc_cv,0.19623839644722085,0.24648253078068932,-20.384460584013464
alpha_1p50,alpha,1.5,0.0,TNFR,final_mean,1.0,1.0,0.0
alpha_1p50,alpha,1.5,0.0,TNFR,final_cv,0.0,0.0,
alpha_1p50,alpha,1.5,0.0,TNFR,auc_mean,500.0,500.0,0.0
alpha_1p50,alpha,1.5,0.0,TNFR,auc_cv,0.0,0.0,
alpha_1p50,alpha,1.5,0.0,IL1R,final_mean,1.0,1.0,0.0
alpha_1p50,alpha,1.5,0.0,IL1R,final_cv,0.0,0.0,
alpha_1p50,alpha,1.5,0.0,IL1R,auc_mean,500.0,500.0,0.0
alpha_1p50,alpha,1.5,0.0,IL1R,auc_cv,0.0,0.0,
alpha_1p50,alpha,1.5,0.0,CD40,final_mean,1.0,1.0,0.0
alpha_1p50,alpha,1.5,0.0,CD40,final_cv,0.0,0.0,
alpha_1p50,alpha,1.5,0.0,CD40,auc_mean,500.0,500.0,0.0
alpha_1p50,alpha,1.5,0.0,CD40,auc_cv,0.0,0.0,
alpha_1p50,alpha,1.5,0.0,LTB,final_mean,1.0,1.0,0.0
alpha_1p50,alpha,1.5,0.0,LTB,final_cv,0.0,0.0,
alpha_1p50,alpha,1.5,0.0,LTB,auc_mean,500.0,500.0,0.0
alpha_1p50,alpha,1.5,0.0,LTB,auc_cv,0.0,0.0,
alpha_1p50,alpha,1.5,0.0,BAFFR,final_mean,1.0,1.0,0.0
alpha_1p50,alpha,1.5,0.0,BAFFR,final_cv,0.0,0.0,
alpha_1p50,alpha,1.5,0.0,BAFFR,auc_mean,500.0,500.0,0.0
alpha_1p50,alpha,1.5,0.0,BAFFR,auc_cv,0.0,0.0,
alpha_1p50,alpha,1.5,0.0,TRAF2_5,final_mean,0.537250793025,0.45354472925000006,18.455966606296958
alpha_1p50,alpha,1.5,0.0,TRAF2_5,final_cv,0.3919246460983841,0.4465662807070007,-12.235951743178708
alpha_1p50,alpha,1.5,0.0,TRAF2_5,auc_mean,267.92178625,226.008547725,18.544979358921744
alpha_1p50,alpha,1.5,0.0,TRAF2_5,auc_cv,0.3918080948452181,0.446127209797532,-12.175700956901014
alpha_1p50,alpha,1.5,0.0,TRAF6,final_mean,0.6901302781875001,0.6050789359125,14.056239149481708
alpha_1p50,alpha,1.5,0.0,TRAF6,final_cv,0.18005468640135036,0.23155068880950605,-22.239623934144646
alpha_1p50,alpha,1.5,0.0,TRAF6,auc_mean,344.376523975,301.7256551625,14.135645439075951
alpha_1p50,alpha,1.5,0.0,TRAF6,auc_cv,0.17987348788426955,0.23107859664657457,-22.159174196743624
alpha_1p50,alpha,1.5,0.0,TRAF2_3,final_mean,0.7382035352875,0.6554709238374999,12.621858337458548
alpha_1p50,alpha,1.5,0.0,TRAF2_3,final_cv,0.09810739977334013,0.12986558404176507,-24.45465787010317
alpha_1p50,alpha,1.5,0.0,TRAF2_3,auc_mean,368.4619724375,326.9804543875,12.68623781433762
alpha_1p50,alpha,1.5,0.0,TRAF2_3,auc_cv,0.09800209871068759,0.12971733959689466,-24.449499954874433
alpha_1p50,alpha,1.5,0.0,Btx,final_mean,0.536177807775,0.42844145226249997,25.146109215989565
alpha_1p50,alpha,1.5,0.0,Btx,final_cv,0.33322009494566407,0.41174234038510404,-19.07072402755515
alpha_1p50,alpha,1.5,0.0,Btx,auc_mean,266.7843618,212.8153785,25.359531665612224
alpha_1p50,alpha,1.5,0.0,Btx,auc_cv,0.333493013795444,0.4115036525805379,-18.95745962299228
alpha_1p50,alpha,1.5,0.0,TAK1_TAB,final_mean,0.6015453845500001,0.48357264210000006,24.39607458719799
alpha_1p50,alpha,1.5,0.0,TAK1_TAB,final_cv,0.23645421312183726,0.3085619675616627,-23.368970262161525
alpha_1p50,alpha,1.5,0.0,TAK1_TAB,auc_mean,299.57435015,240.4689862,24.57920453028466
alpha_1p50,alpha,1.5,0.0,TAK1_TAB,auc_cv,0.23651688760080297,0.3081772312965922,-23.252964988455858
alpha_1p50,alpha,1.5,0.0,NEMO_IKKa_IKKb,final_mean,0.5968662354375001,0.4652436550375,28.29110703065707
alpha_1p50,alpha,1.5,0.0,NEMO_IKKa_IKKb,final_cv,0.24172413252244626,0.32249126155697594,-25.044749629676467
alpha_1p50,alpha,1.5,0.0,NEMO_IKKa_IKKb,auc_mean,296.770854225,230.74366955000002,28.614949568829886
alpha_1p50,alpha,1.5,0.0,NEMO_IKKa_IKKb,auc_cv,0.2416200092716423,0.32194273715021626,-24.949383418174754
alpha_1p50,alpha,1.5,0.0,IkBa_release_signal,final_mean,0.4649406484125,0.33021212587500004,40.80059815504797
alpha_1p50,alpha,1.5,0.0,IkBa_release_signal,final_cv,0.3543089546840882,0.434761252973225,-18.50493753501339
alpha_1p50,alpha,1.5,0.0,IkBa_release_signal,auc_mean,230.6978921875,163.377556675,41.20537537871096
alpha_1p50,alpha,1.5,0.0,IkBa_release_signal,auc_cv,0.35472297127868235,0.4353969800324452,-18.52883976084334
alpha_1p50,alpha,1.5,0.0,p50_p65,final_mean,0.44931608527500005,0.2973161333125,51.124017478976654
alpha_1p50,alpha,1.5,0.0,p50_p65,final_cv,0.3530709903338151,0.4313607869261006,-18.149493177203844
alpha_1p50,alpha,1.5,0.0,p50_p65,auc_mean,222.2382210375,146.372372775,51.830715608552104
alpha_1p50,alpha,1.5,0.0,p50_p65,auc_cv,0.35397875916666577,0.431985906518163,-18.05779914910659
alpha_1p50,alpha,1.5,0.0,TNFa,final_mean,0.7606993163375,0.6196866580375,22.75547754192033
alpha_1p50,alpha,1.5,0.0,TNFa,final_cv,0.2383429842741341,0.3331276459151579,-28.45295573732235
alpha_1p50,alpha,1.5,0.0,TNFa,auc_mean,373.879836475,301.9203035875,23.83394956631173
alpha_1p50,alpha,1.5,0.0,TNFa,auc_cv,0.24297377514389906,0.33825294170185494,-28.16802304174414
alpha_1p50,alpha,1.5,0.0,p100,final_mean,0.4025026097,0.25862056725000004,55.634416079102444
alpha_1p50,alpha,1.5,0.0,p100,final_cv,0.5073100340380193,0.6613039798447459,-23.286408444552176
alpha_1p50,alpha,1.5,0.0,p100,auc_mean,198.75866130000003,126.96675095,56.54386665235842
alpha_1p50,alpha,1.5,0.0,p100,auc_cv,0.5081297576283899,0.661837540040465,-23.2243976977609
alpha_1p50,alpha,1.5,0.0,Phenotype_canonical,final_mean,0.88057137165,0.7884652180875,11.681701544921985
alpha_1p50,alpha,1.5,0.0,Phenotype_canonical,final_cv,0.15316385992252132,0.212434078106337,-27.900522699633477
alpha_1p50,alpha,1.5,0.0,Phenotype_canonical,auc_mean,431.63620068750004,381.70516738749996,13.081047249567623
alpha_1p50,alpha,1.5,0.0,Phenotype_canonical,auc_cv,0.16075101717555992,0.22146898062916354,-27.41601251837258
alpha_1p50,alpha,1.5,0.0,NIK,final_mean,0.510221267625,0.405432408025,25.84619717759178
alpha_1p50,alpha,1.5,0.0,NIK,final_cv,0.38548260527452466,0.4611943646466652,-16.416453707136156
alpha_1p50,alpha,1.5,0.0,NIK,auc_mean,253.84321195,201.39707196249998,26.04116309956357
alpha_1p50,alpha,1.5,0.0,NIK,auc_cv,0.38599355799443363,0.46139699952031393,-16.342421299720765
alpha_1p50,alpha,1.5,0.0,IKKa_noncanonical,final_mean,0.4322296173375,0.308058851475,40.3074819204073
alpha_1p50,alpha,1.5,0.0,IKKa_noncanonical,final_cv,0.4467763725264303,0.5533634273191441,-19.261673166420035
alpha_1p50,alpha,1.5,0.0,IKKa_noncanonical,auc_mean,214.43908268750002,152.427095275,40.683047394311124
alpha_1p50,alpha,1.5,0.0,IKKa_noncanonical,auc_cv,0.4476283169541578,0.5533716766847852,-19.108921577650882
alpha_1p50,alpha,1.5,0.0,p100_RelB,final_mean,0.554022697125,0.3793751871125,46.03556477738486
alpha_1p50,alpha,1.5,0.0,p100_RelB,final_cv,0.23944806005510716,0.3517098654598227,-31.918867347648984
alpha_1p50,alpha,1.5,0.0,p100_RelB,auc_mean,274.06042843750004,186.72962554999998,46.7685845940476
alpha_1p50,alpha,1.5,0.0,p100_RelB,auc_cv,0.24057989944301605,0.3526241530516158,-31.774412682445817
alpha_1p50,alpha,1.5,0.0,p52,final_mean,0.45517356076250004,0.3062981677875,48.604728539638245
alpha_1p50,alpha,1.5,0.0,p52,final_cv,0.42747121600714466,0.5726196517273229,-25.348140826521405
alpha_1p50,alpha,1.5,0.0,p52,auc_mean,224.57310748749998,150.11127485,49.60442359303565
alpha_1p50,alpha,1.5,0.0,p52,auc_cv,0.42807899386220777,0.572690320866033,-25.251225965394575
alpha_1p50,alpha,1.5,0.0,BAFF,final_mean,0.7877698843250001,0.6632187320125,18.77980013238718
alpha_1p50,alpha,1.5,0.0,BAFF,final_cv,0.22065783157013902,0.29052902409046305,-24.049642798706405
alpha_1p50,alpha,1.5,0.0,BAFF,auc_mean,387.24569482499993,322.95853719999997,19.90570002649863
alpha_1p50,alpha,1.5,0.0,BAFF,auc_cv,0.22530689673134485,0.2969201859416993,-24.118700108996904
alpha_1p50,alpha,1.5,0.0,Phenotype_noncanonical,final_mean,0.8720111441874999,0.7724286863250001,12.892123198619853
alpha_1p50,alpha,1.5,0.0,Phenotype_noncanonical,final_cv,0.15287493091337873,0.2250256583715686,-32.06333356841138
alpha_1p50,alpha,1.5,0.0,Phenotype_noncanonical,auc_mean,426.30686272500003,372.31345484999997,14.502137156647542
alpha_1p50,alpha,1.5,0.0,Phenotype_noncanonical,auc_cv,0.16244446042318725,0.23614398690381916,-31.209571519028145
alpha_1p50,alpha,1.5,100.0,TNFR,final_mean,1.0,1.0,0.0
alpha_1p50,alpha,1.5,100.0,TNFR,final_cv,0.0,0.0,
alpha_1p50,alpha,1.5,100.0,TNFR,auc_mean,500.0,500.0,0.0
alpha_1p50,alpha,1.5,100.0,TNFR,auc_cv,0.0,0.0,
alpha_1p50,alpha,1.5,100.0,IL1R,final_mean,1.0,1.0,0.0
alpha_1p50,alpha,1.5,100.0,IL1R,final_cv,0.0,0.0,
alpha_1p50,alpha,1.5,100.0,IL1R,auc_mean,500.0,500.0,0.0
alpha_1p50,alpha,1.5,100.0,IL1R,auc_cv,0.0,0.0,
alpha_1p50,alpha,1.5,100.0,CD40,final_mean,1.0,1.0,0.0
alpha_1p50,alpha,1.5,100.0,CD40,final_cv,0.0,0.0,
alpha_1p50,alpha,1.5,100.0,CD40,auc_mean,500.0,500.0,0.0
alpha_1p50,alpha,1.5,100.0,CD40,auc_cv,0.0,0.0,
alpha_1p50,alpha,1.5,100.0,LTB,final_mean,1.0,1.0,0.0
alpha_1p50,alpha,1.5,100.0,LTB,final_cv,0.0,0.0,
alpha_1p50,alpha,1.5,100.0,LTB,auc_mean,500.0,500.0,0.0
alpha_1p50,alpha,1.5,100.0,LTB,auc_cv,0.0,0.0,
alpha_1p50,alpha,1.5,100.0,BAFFR,final_mean,1.0,1.0,0.0
alpha_1p50,alpha,1.5,100.0,BAFFR,final_cv,0.0,0.0,
alpha_1p50,alpha,1.5,100.0,BAFFR,auc_mean,500.0,500.0,0.0
alpha_1p50,alpha,1.5,100.0,BAFFR,auc_cv,0.0,0.0,
alpha_1p50,alpha,1.5,100.0,TRAF2_5,final_mean,0.537250793025,0.45354472925000006,18.455966606296958
alpha_1p50,alpha,1.5,100.0,TRAF2_5,final_cv,0.3919246460983841,0.4465662807070007,-12.235951743178708
alpha_1p50,alpha,1.5,100.0,TRAF2_5,auc_mean,267.92178625,226.008547725,18.544979358921744
alpha_1p50,alpha,1.5,100.0,TRAF2_5,auc_cv,0.3918080948452181,0.446127209797532,-12.175700956901014
alpha_1p50,alpha,1.5,100.0,TRAF6,final_mean,0.6901302781875001,0.6050789359125,14.056239149481708
alpha_1p50,alpha,1.5,100.0,TRAF6,final_cv,0.18005468640135036,0.23155068880950605,-22.239623934144646
alpha_1p50,alpha,1.5,100.0,TRAF6,auc_mean,344.376523975,301.7256551625,14.135645439075951
alpha_1p50,alpha,1.5,100.0,TRAF6,auc_cv,0.17987348788426955,0.23107859664657457,-22.159174196743624
alpha_1p50,alpha,1.5,100.0,TRAF2_3,final_mean,0.7382035352875,0.6554709238374999,12.621858337458548
alpha_1p50,alpha,1.5,100.0,TRAF2_3,final_cv,0.09810739977334013,0.12986558404176507,-24.45465787010317
alpha_1p50,alpha,1.5,100.0,TRAF2_3,auc_mean,368.4619724375,326.9804543875,12.68623781433762
alpha_1p50,alpha,1.5,100.0,TRAF2_3,auc_cv,0.09800209871068759,0.12971733959689466,-24.449499954874433
alpha_1p50,alpha,1.5,100.0,Btx,final_mean,0.536177807775,0.42844145226249997,25.146109215989565
alpha_1p50,alpha,1.5,100.0,Btx,final_cv,0.33322009494566407,0.41174234038510404,-19.07072402755515
alpha_1p50,alpha,1.5,100.0,Btx,auc_mean,266.7843618,212.8153785,25.359531665612224
alpha_1p50,alpha,1.5,100.0,Btx,auc_cv,0.333493013795444,0.4115036525805379,-18.95745962299228
alpha_1p50,alpha,1.5,100.0,TAK1_TAB,final_mean,0.6015453845500001,0.48357264210000006,24.39607458719799
alpha_1p50,alpha,1.5,100.0,TAK1_TAB,final_cv,0.23645421312183726,0.3085619675616627,-23.368970262161525
alpha_1p50,alpha,1.5,100.0,TAK1_TAB,auc_mean,299.57435015,240.4689862,24.57920453028466
alpha_1p50,alpha,1.5,100.0,TAK1_TAB,auc_cv,0.23651688760080297,0.3081772312965922,-23.252964988455858
alpha_1p50,alpha,1.5,100.0,NEMO_IKKa_IKKb,final_mean,0.535985782,0.3990133946,34.327766750113994
alpha_1p50,alpha,1.5,100.0,NEMO_IKKa_IKKb,final_cv,0.2155485561636711,0.26797761876101767,-19.564716949031023
alpha_1p50,alpha,1.5,100.0,NEMO_IKKa_IKKb,auc_mean,266.5634245,198.00618056250002,34.623789895214976
alpha_1p50,alpha,1.5,100.0,NEMO_IKKa_IKKb,auc_cv,0.2156866315851625,0.26798875718071297,-19.516537240508768
alpha_1p50,alpha,1.5,100.0,IkBa_release_signal,final_mean,0.364191890725,0.23551007488749998,54.639622487050566
alpha_1p50,alpha,1.5,100.0,IkBa_release_signal,final_cv,0.3617550388915711,0.4137182543444197,-12.560048996433526
alpha_1p50,alpha,1.5,100.0,IkBa_release_signal,auc_mean,180.87642585,116.70437287375,54.98684530499203
alpha_1p50,alpha,1.5,100.0,IkBa_release_signal,auc_cv,0.3623619827742734,0.4148273850750491,-12.647526221366478
alpha_1p50,alpha,1.5,100.0,p50_p65,final_mean,0.2889309067125,0.1612292729125,79.20499267481307
alpha_1p50,alpha,1.5,100.0,p50_p65,final_cv,0.426902598230054,0.5025243047048943,-15.048367962868758
alpha_1p50,alpha,1.5,100.0,p50_p65,auc_mean,143.119744275,79.603306225,79.79120599648184
alpha_1p50,alpha,1.5,100.0,p50_p65,auc_cv,0.42743649903201564,0.503076246940054,-15.035444103774498
alpha_1p50,alpha,1.5,100.0,TNFa,final_mean,0.6804223262875,0.49557346278750003,37.29999230795424
alpha_1p50,alpha,1.5,100.0,TNFa,final_cv,0.3291972413487009,0.4604643961519166,-28.507558000186407
alpha_1p50,alpha,1.5,100.0,TNFa,auc_mean,334.0894143,241.0054182875,38.62319638866305
alpha_1p50,alpha,1.5,100.0,TNFa,auc_cv,0.33340210274815935,0.4651035056209641,-28.31657927346064
alpha_1p50,alpha,1.5,100.0,p100,final_mean,0.3263613157125,0.17996233625,81.34978824631702
alpha_1p50,alpha,1.5,100.0,p100,final_cv,0.6156161529546608,0.8282011089869484,-25.6682771521908
alpha_1p50,alpha,1.5,100.0,p100,auc_mean,161.2117472375,88.419129645,82.3267746298341
alpha_1p50,alpha,1.5,100.0,p100,auc_cv,0.6160739790482234,0.8270143044922765,-25.506248718824075
alpha_1p50,alpha,1.5,100.0,Phenotype_canonical,final_mean,0.8266020803124999,0.6809200242375,21.39488499227731
alpha_1p50,alpha,1.5,100.0,Phenotype_canonical,final_cv,0.21397373802480113,0.30785838076115096,-30.49604902885179
alpha_1p50,alpha,1.5,100.0,Phenotype_canonical,auc_mean,404.05608812500003,327.4420264625,23.397748447319167
alpha_1p50,alpha,1.5,100.0,Phenotype_canonical,auc_cv,0.22121788463499803,0.318699679593397,-30.587352670943403
alpha_1p50,alpha,1.5,100.0,NIK,final_mean,0.510221267625,0.405432408025,25.84619717759178
alpha_1p50,alpha,1.5,100.0,NIK,final_cv,0.38548260527452466,0.4611943646466652,-16.416453707136156
alpha_1p50,alpha,1.5,100.0,NIK,auc_mean,253.84321195,201.39707196249998,26.04116309956357
alpha_1p50,alpha,1.5,100.0,NIK,auc_cv,0.38599355799443363,0.46139699952031393,-16.342421299720765
alpha_1p50,alpha,1.5,100.0,IKKa_noncanonical,final_mean,0.4322296173375,0.308058851475,40.3074819204073
alpha_1p50,alpha,1.5,100.0,IKKa_noncanonical,final_cv,0.4467763725264303,0.5533634273191441,-19.261673166420035
alpha_1p50,alpha,1.5,100.0,IKKa_noncanonical,auc_mean,214.43908268750002,152.427095275,40.683047394311124
alpha_1p50,alpha,1.5,100.0,IKKa_noncanonical,auc_cv,0.4476283169541578,0.5533716766847852,-19.108921577650882
alpha_1p50,alpha,1.5,100.0,p100_RelB,final_mean,0.531173665275,0.3464450408625,53.32119171127538
alpha_1p50,alpha,1.5,100.0,p100_RelB,final_cv,0.26533492893880545,0.39036222097858625,-32.02853281404998
alpha_1p50,alpha,1.5,100.0,p100_RelB,auc_mean,262.788574525,170.6254149875,54.01490718381658
alpha_1p50,alpha,1.5,100.0,p100_RelB,auc_cv,0.26644699160402796,0.3912215719167215,-31.893583909849955
alpha_1p50,alpha,1.5,100.0,p52,final_mean,0.44625021761249994,0.290046485075,53.854723492721824
alpha_1p50,alpha,1.5,100.0,p52,final_cv,0.4393386128029449,0.5979400051319554,-26.524633068163727
alpha_1p50,alpha,1.5,100.0,p52,auc_mean,220.1577593,142.162120975,54.8638679488441
alpha_1p50,alpha,1.5,100.0,p52,auc_cv,0.4399315781403882,0.5979599161582119,-26.427914940039486
alpha_1p50,alpha,1.5,100.0,BAFF,final_mean,0.7808642940749999,0.643102565675,21.421424163563273
alpha_1p50,alpha,1.5,100.0,BAFF,final_cv,0.22621163618250384,0.3064279010310604,-26.17785931980965
alpha_1p50,alpha,1.5,100.0,BAFF,auc_mean,383.760290525,313.0692518875,22.580000498708365
alpha_1p50,alpha,1.5,100.0,BAFF,auc_cv,0.23111804264154312,0.31315418524264804,-26.19672559622318
alpha_1p50,alpha,1.5,100.0,Phenotype_noncanonical,final_mean,0.8695711577749999,0.7610278082124999,14.262731058073474
alpha_1p50,alpha,1.5,100.0,Phenotype_noncanonical,final_cv,0.15501900185108416,0.23502816126521392,-34.042371341128195
alpha_1p50,alpha,1.5,100.0,Phenotype_noncanonical,auc_mean,425.0091545125,366.563082575,15.944342110758459
alpha_1p50,alpha,1.5,100.0,Phenotype_noncanonical,auc_cv,0.1647344170246423,0.24648253078068932,-33.16588542690003
beta_0p50,beta,0.5,0.0,TNFR,final_mean,1.0,1.0,0.0
beta_0p50,beta,0.5,0.0,TNFR,final_cv,0.0,0.0,
beta_0p50,beta,0.5,0.0,TNFR,auc_mean,500.0,500.0,0.0
beta_0p50,beta,0.5,0.0,TNFR,auc_cv,0.0,0.0,
beta_0p50,beta,0.5,0.0,IL1R,final_mean,1.0,1.0,0.0
beta_0p50,beta,0.5,0.0,IL1R,final_cv,0.0,0.0,
beta_0p50,beta,0.5,0.0,IL1R,auc_mean,500.0,500.0,0.0
beta_0p50,beta,0.5,0.0,IL1R,auc_cv,0.0,0.0,
beta_0p50,beta,0.5,0.0,CD40,final_mean,1.0,1.0,0.0
beta_0p50,beta,0.5,0.0,CD40,final_cv,0.0,0.0,
beta_0p50,beta,0.5,0.0,CD40,auc_mean,500.0,500.0,0.0
beta_0p50,beta,0.5,0.0,CD40,auc_cv,0.0,0.0,
beta_0p50,beta,0.5,0.0,LTB,final_mean,1.0,1.0,0.0
beta_0p50,beta,0.5,0.0,LTB,final_cv,0.0,0.0,
beta_0p50,beta,0.5,0.0,LTB,auc_mean,500.0,500.0,0.0
beta_0p50,beta,0.5,0.0,LTB,auc_cv,0.0,0.0,
beta_0p50,beta,0.5,0.0,BAFFR,final_mean,1.0,1.0,0.0
beta_0p50,beta,0.5,0.0,BAFFR,final_cv,0.0,0.0,
beta_0p50,beta,0.5,0.0,BAFFR,auc_mean,500.0,500.0,0.0
beta_0p50,beta,0.5,0.0,BAFFR,auc_cv,0.0,0.0,
beta_0p50,beta,0.5,0.0,TRAF2_5,final_mean,0.594974965,0.45354472925000006,31.18330489340593
beta_0p50,beta,0.5,0.0,TRAF2_5,final_cv,0.3553748728472215,0.4465662807070007,-20.42057625027254
beta_0p50,beta,0.5,0.0,TRAF2_5,auc_mean,296.1534263625,226.008547725,31.036383067621863
beta_0p50,beta,0.5,0.0,TRAF2_5,auc_cv,0.3556199039666177,0.446127209797532,-20.287331470319792
beta_0p50,beta,0.5,0.0,TRAF6,final_mean,0.7443460568500001,0.6050789359125,23.01635582925654
beta_0p50,beta,0.5,0.0,TRAF6,final_cv,0.14918940748917206,0.23155068880950605,-35.56943913394773
beta_0p50,beta,0.5,0.0,TRAF6,auc_mean,370.9821819,301.7256551625,22.95347629627338
beta_0p50,beta,0.5,0.0,TRAF6,auc_cv,0.14892440531869988,0.23107859664657457,-35.55248842605974
beta_0p50,beta,0.5,0.0,TRAF2_3,final_mean,0.7886882055625,0.6554709238374999,20.323904063519738
beta_0p50,beta,0.5,0.0,TRAF2_3,final_cv,0.07896720432341715,0.12986558404176507,-39.19312425529067
beta_0p50,beta,0.5,0.0,TRAF2_3,auc_mean,393.2430509,326.9804543875,20.265002272574108
