condition_id,family,level,alpha_scale,beta_scale,sigma_scale,r,dose,node,final_mean,final_sd,final_se,final_cv,auc_mean,auc_sd,auc_se,auc_cv
baseline,baseline,1.0,1.0,1.0,1.0,0.75,100.0,TRAF6,0.6050789359125,0.14010644439466233,0.009907021691940169,0.23155068880950605,301.7256551625,69.72234096721878,4.930114009812103,0.23107859664657457
baseline,baseline,1.0,1.0,1.0,1.0,0.75,100.0,TRAF2_3,0.6554709238374999,0.08512311434655224,0.006019113139016498,0.12986558404176507,326.9804543875,42.41503464333026,2.999195862056116,0.12971733959689466
baseline,baseline,1.0,1.0,1.0,1.0,0.75,100.0,Btx,0.42844145226249997,0.17640748627255456,0.012473892979539613,0.41174234038510404,212.8153785,87.57430557805968,6.192438533194889,0.4115036525805379
baseline,baseline,1.0,1.0,1.0,1.0,0.75,100.0,TAK1_TAB,0.48357264210000006,0.14921212590536775,0.010550890606294645,0.3085619675616627,240.4689862,74.10706637981443,5.240160917100839,0.3081772312965922
baseline,baseline,1.0,1.0,1.0,1.0,0.75,100.0,NEMO_IKKa_IKKb,0.3990133946,0.10692665933865832,0.007560856590798917,0.26797761876101767,198.00618056250002,53.06343024304422,3.75215113578759,0.26798875718071297
baseline,baseline,1.0,1.0,1.0,1.0,0.75,100.0,IkBa_release_signal,0.23551007488749998,0.09743481706298004,0.006889681986890391,0.4137182543444197,116.70437287375,48.41216982604121,3.4232573575948497,0.4148273850750491
baseline,baseline,1.0,1.0,1.0,1.0,0.75,100.0,p50_p65,0.1612292729125,0.08102162826842971,0.005729094277138231,0.5025243047048943,79.603306225,40.04653253969284,2.831717472182454,0.503076246940054
baseline,baseline,1.0,1.0,1.0,1.0,0.75,100.0,TNFa,0.49557346278750003,0.2281939352913605,0.016135747907016523,0.4604643961519166,241.0054182875,112.09246491916305,7.926134206425538,0.4651035056209641
baseline,baseline,1.0,1.0,1.0,1.0,0.75,100.0,p100,0.17996233625,0.1490450064581321,0.010539073476853797,0.8282011089869484,88.419129645,73.1238850071721,5.170639495527671,0.8270143044922765
baseline,baseline,1.0,1.0,1.0,1.0,0.75,100.0,Phenotype_canonical,0.6809200242375,0.2096269360896004,0.014822862802831545,0.30785838076115096,327.4420264625,104.35566891901138,7.379060114789118,0.318699679593397
