condition_id,family,level,alpha_scale,beta_scale,sigma_scale,r,dose,node,final_mean,final_sd,final_se,final_cv,auc_mean,auc_sd,auc_se,auc_cv
baseline,baseline,1.0,1.0,1.0,1.0,0.75,100.0,NIK,0.405432408025,0.18698314182625742,0.013221704755291257,0.4611943646466652,201.39707196249998,92.92400471567423,6.570719386946396,0.46139699952031393
baseline,baseline,1.0,1.0,1.0,1.0,0.75,100.0,IKKa_noncanonical,0.308058851475,0.17046850186820517,0.012053943364971951,0.5533634273191441,152.427095275,84.34883728451824,5.964363482908354,0.5533716766847852
baseline,baseline,1.0,1.0,1.0,1.0,0.75,100.0,p100_RelB,0.3464450408625,0.13523905559810256,0.009562845329468285,0.39036222097858625,170.6254149875,66.75234306035269,4.720103443806616,0.3912215719167215
baseline,baseline,1.0,1.0,1.0,1.0,0.75,100.0,p52,0.290046485075,0.17343039677425115,0.012263380962294653,0.5979400051319554,142.162120975,85.00724993908457,6.010920288194643,0.5979599161582119
baseline,baseline,1.0,1.0,1.0,1.0,0.75,100.0,BAFF,0.643102565675,0.1970645693474799,0.01393456933172097,0.3064279010310604,313.0692518875,98.03894649935542,6.932400389007935,0.31315418524264804
baseline,baseline,1.0,1.0,1.0,1.0,0.75,100.0,Phenotype_noncanonical,0.7610278082124999,0.17886296643587973,0.01264752164699524,0.23502816126521392,366.563082575,90.3513962838568,6.3888085001988175,0.24648253078068932
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,TNFR,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,IL1R,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,CD40,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,LTB,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,BAFFR,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,TRAF2_5,0.315604520025,0.17229464440541242,0.012183071142119197,0.5459194449805865,157.01472075,85.5017989889373,6.045890186872665,0.5445463876286727
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,TRAF6,0.4490208792125,0.15261893228553935,0.010791788195655539,0.3398927296058145,223.5351970625,75.65081506574339,5.349320433527658,0.3384290977880838
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,TRAF2_3,0.4935451277625,0.09619146761658565,0.00680176390439739,0.19489903193386232,245.92309907499998,47.851481105055235,3.3836106779204504,0.19457904233087844
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,Btx,0.2495608068125,0.14417818481184005,0.01019493721796194,0.5777276754845724,123.466382225,71.03842806645287,5.023175421062158,0.5753665636447935
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,TAK1_TAB,0.278810029825,0.12869387123014722,0.009100030904398542,0.4615826457567691,138.180739475,63.47447624492109,4.4883232585048125,0.45935834824798466
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,NEMO_IKKa_IKKb,0.22923412957499997,0.12015614133547943,0.008496322233952672,0.5241634025363016,113.00560435,58.90683546925446,4.165342281855007,0.5212735758379621
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,IkBa_release_signal,0.11986166796125,0.07443084220258891,0.005263055325087649,0.6209728553639985,58.97584239125,36.7197382536453,2.5964775922547667,0.6226233787394491
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,p50_p65,0.07921362536875,0.0464010387982034,0.003281048918830971,0.5857709274408331,38.61933181625,22.56806669044958,1.5958032995087141,0.5843722723590347
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,TNFa,0.23118153597500002,0.13754536248446395,0.009725925853352621,0.5949669029767936,109.7775613525,65.84634742439647,4.65603987801561,0.5998160882164371
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,p100,0.05836575691125,0.06288462596017871,0.004446614544882197,1.0774232921505675,28.2513861175,30.267184726203297,2.1402131567324245,1.0713522019882284
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,Phenotype_canonical,0.402378913925,0.1776904254936971,0.01256461048185162,0.44159974428187126,185.80173320000003,85.1066793952493,6.01795101246502,0.45805105221294723
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,NIK,0.233652124025,0.14616758013228356,0.010335608710116578,0.6255777932352291,115.66847695,72.19000620212908,5.104604291942439,0.6241113232029039
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,IKKa_noncanonical,0.1283678493925,0.0996730139803668,0.007047946408681892,0.7764640013217381,63.138098141250005,48.79534092318701,3.4503516457094987,0.7728351401086558
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,p100_RelB,0.102058989105,0.06295084495020918,0.004451296934571585,0.6168084311068798,49.746766632500005,30.584340646911016,2.1626394669550137,0.6148005733287195
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,p52,0.07223207496,0.07109639985339283,0.005027274645428434,0.9842774126697028,34.867642047500006,34.236651961560376,2.4208968767143055,0.9819032762502256
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,BAFF,0.2566154131375,0.14044429711177908,0.009930911486671724,0.5472948619673365,121.72492312624999,67.63764169193297,4.7827035103831745,0.5556597609988295
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,0.0,Phenotype_noncanonical,0.32605555664999997,0.16578351890209464,0.01172266504246393,0.508451751613768,148.5686225,78.0730491722246,5.520598249759078,0.5255016022796105
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,TNFR,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,IL1R,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,CD40,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,LTB,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,BAFFR,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,TRAF2_5,0.315604520025,0.17229464440541242,0.012183071142119197,0.5459194449805865,157.01472075,85.5017989889373,6.045890186872665,0.5445463876286727
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,TRAF6,0.4490208792125,0.15261893228553935,0.010791788195655539,0.3398927296058145,223.5351970625,75.65081506574339,5.349320433527658,0.3384290977880838
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,TRAF2_3,0.4935451277625,0.09619146761658565,0.00680176390439739,0.19489903193386232,245.92309907499998,47.851481105055235,3.3836106779204504,0.19457904233087844
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,Btx,0.2495608068125,0.14417818481184005,0.01019493721796194,0.5777276754845724,123.466382225,71.03842806645287,5.023175421062158,0.5753665636447935
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,TAK1_TAB,0.278810029825,0.12869387123014722,0.009100030904398542,0.4615826457567691,138.180739475,63.47447624492109,4.4883232585048125,0.45935834824798466
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,NEMO_IKKa_IKKb,0.17654552594999998,0.06529655227046154,0.00461716348985452,0.3698567376267263,87.208119075,32.22750336457801,2.278828616980539,0.369547052572731
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,IkBa_release_signal,0.07075549423875,0.03562809756550925,0.0025192869389347515,0.5035382474368633,34.91631899875,17.66442942994718,1.249063783570687,0.5059075508669618
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,p50_p65,0.031515347237500005,0.020002921454237647,0.0014144201403833317,0.6347041428258877,15.471181897500001,9.82766251628498,0.6949206808477958,0.6352237716158607
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,TNFa,0.12122835081875,0.09362358871275049,0.006620187445780618,0.7722912015253616,57.536973115,44.6549750796904,3.1575835692565373,0.7761092157287774
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,p100,0.027558181835,0.03466992423339902,0.002451533852866026,1.2580628301598191,13.385975445,16.741518986097844,1.1838041602433118,1.250676056809235
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,Phenotype_canonical,0.233321514,0.14941050687397953,0.010564918259111019,0.640363180885152,106.53738282750001,69.8625812545551,4.940030495629209,0.6557564997412513
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,NIK,0.233652124025,0.14616758013228356,0.010335608710116578,0.6255777932352291,115.66847695,72.19000620212908,5.104604291942439,0.6241113232029039
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,IKKa_noncanonical,0.1283678493925,0.0996730139803668,0.007047946408681892,0.7764640013217381,63.138098141250005,48.79534092318701,3.4503516457094987,0.7728351401086558
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,p100_RelB,0.087136131295,0.058504931338105866,0.004136923368202801,0.6714198859717216,42.577042595,28.46950817197949,2.0130982285452528,0.6686586582066361
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,p52,0.062412052622500006,0.06453334410079091,0.004563196522631413,1.0339884908307946,30.1949995825,31.15322762155955,2.202865850705282,1.031734659788335
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,BAFF,0.22803941405,0.13748204140817905,0.009721448377109313,0.6028871893962799,108.3263969925,66.19381813388841,4.6806097675101555,0.611058984436373
alpha_0p50,alpha,0.5,0.5,1.0,1.0,0.75,100.0,Phenotype_noncanonical,0.2955770090625,0.16503160074160647,0.01166949639944608,0.5583370684514586,134.61001153750001,77.48870508386374,5.4792788830164545,0.5756533574196799
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,TNFR,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,IL1R,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,CD40,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,LTB,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,BAFFR,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,TRAF2_5,0.39462230571249995,0.19222802027534056,0.013592573667075844,0.4871189932567757,196.52320721249998,95.58115300320534,6.758608144219544,0.4863606408573096
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,TRAF6,0.5408087008125,0.14795341449596483,0.010461886268980076,0.27357809568093605,269.5125143875,73.51972791918749,5.1986298162647415,0.2727878075950203
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,TRAF2_3,0.5902712405125,0.0917767407783043,0.006489595575953891,0.15548231809264434,294.3219101875,45.70366926513415,3.231737446248355,0.15528463115783084
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,Btx,0.3514172672625,0.16737396170410937,0.011835126331503324,0.4762826909671606,174.29639045,82.8603301529955,5.859110134253927,0.4753990024639406
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,TAK1_TAB,0.39629298132499996,0.1459331856460977,0.010319034517051101,0.3682456983168669,196.81660175000002,72.28887766017462,5.111595559787419,0.3672905487515593
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,NEMO_IKKa_IKKb,0.3646191768,0.14438406843232707,0.0102094953883801,0.3959859426470162,180.42863148749998,71.23898548418445,5.037356972071685,0.394831933806026
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,IkBa_release_signal,0.2345506931625,0.11855152506465358,0.00838285872932235,0.5054409495286353,115.78180521124999,58.62853740665154,4.145663637129246,0.5063709043029748
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,p50_p65,0.1926202459375,0.09525224907777094,0.006735351124616189,0.4945079818280249,94.45113412625,46.70879011206937,3.302810222926341,0.49452863159520283
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,TNFa,0.4748122329875,0.20223426689952675,0.014300122151294552,0.425924718971701,229.2538317,98.86237591391225,6.990625641294095,0.4312354353286573
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,p100,0.16109059492500002,0.13141432533385736,0.009292396058862564,0.8157790055654134,78.66094418624999,64.1018876338014,4.532687943271906,0.8149137834148509
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,Phenotype_canonical,0.6705679337000001,0.1866851123722765,0.013200630890500935,0.2783985081753045,319.8085358125,92.82590901025553,6.563782973095712,0.2902546324300683
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,NIK,0.33111610548750003,0.17365395527384303,0.012279188935399983,0.5244503435378761,164.2672444,86.10725482611667,6.088702379690517,0.5241900486042163
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,IKKa_noncanonical,0.2253289959375,0.14457502225684415,0.010222997862801054,0.6416174787240664,111.23343082625,71.23494336835415,5.037071151320291,0.6404094779709285
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,p100_RelB,0.2489267401375,0.11300035685063503,0.007990331860558376,0.45395025375022735,121.99673115,55.4153586633255,3.918457589272215,0.4542364220824084
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,p52,0.19649151705,0.14148442169506784,0.010004459401283954,0.720053587143231,95.6930763225,68.82100605632534,4.866380007050811,0.7191848010444166
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,BAFF,0.5201931302125,0.1919314669897884,0.013571604183156137,0.368961940945633,250.8746508,94.42417986917103,6.676797789346912,0.3763799154999004
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,0.0,Phenotype_noncanonical,0.638022020425,0.19403234646252673,0.013720158795319027,0.3041154384190026,302.1987339625,95.81294033693773,6.774997983767076,0.3170527522753527
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,TNFR,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,IL1R,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,CD40,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,LTB,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,BAFFR,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,TRAF2_5,0.39462230571249995,0.19222802027534056,0.013592573667075844,0.4871189932567757,196.52320721249998,95.58115300320534,6.758608144219544,0.4863606408573096
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,TRAF6,0.5408087008125,0.14795341449596483,0.010461886268980076,0.27357809568093605,269.5125143875,73.51972791918749,5.1986298162647415,0.2727878075950203
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,TRAF2_3,0.5902712405125,0.0917767407783043,0.006489595575953891,0.15548231809264434,294.3219101875,45.70366926513415,3.231737446248355,0.15528463115783084
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,Btx,0.3514172672625,0.16737396170410937,0.011835126331503324,0.4762826909671606,174.29639045,82.8603301529955,5.859110134253927,0.4753990024639406
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,TAK1_TAB,0.39629298132499996,0.1459331856460977,0.010319034517051101,0.3682456983168669,196.81660175000002,72.28887766017462,5.111595559787419,0.3672905487515593
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,NEMO_IKKa_IKKb,0.300169658725,0.09296962608094442,0.00657394530462135,0.309723595901871,148.6827449125,46.03351746891737,3.2550612364140865,0.30960901008390823
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,IkBa_release_signal,0.15471533075,0.06992028512884872,0.004944110775710584,0.451928614894867,76.53542045,34.71243236195726,2.4545396314619343,0.4535472877507039
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,p50_p65,0.09122444530000001,0.051011979089893876,0.0036070916336210326,0.5591919898458826,44.9291512375,25.148527707741138,1.778269447900154,0.5597374313795401
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,TNFa,0.330182139925,0.1927763686660216,0.013631347753626176,0.5838485652488964,159.0453640875,93.61830866584103,6.6198140900831515,0.5886264538609011
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,p100,0.096504117275,0.09783550024211536,0.006918014566197788,1.0137961260587611,47.186378032499995,47.66687338512808,3.3705569408584624,1.010182925086921
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,Phenotype_canonical,0.514029777825,0.21510026526150716,0.015209885620143688,0.4184587635596812,242.6861085375,105.10843787766228,7.432288918321997,0.4331044677879487
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,NIK,0.33111610548750003,0.17365395527384303,0.012279188935399983,0.5244503435378761,164.2672444,86.10725482611667,6.088702379690517,0.5241900486042163
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,IKKa_noncanonical,0.2253289959375,0.14457502225684415,0.010222997862801054,0.6416174787240664,111.23343082625,71.23494336835415,5.037071151320291,0.6404094779709285
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,p100_RelB,0.2174679824,0.10924662245957377,0.0077249027562891195,0.5023572723392028,106.726085965,53.61695321667193,3.791291120607059,0.5023790831629973
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,p52,0.178101471425,0.13498754616066924,0.009545060926594132,0.7579249350419524,86.8006575475,65.71498541941291,4.646751181564197,0.7570793502739498
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,BAFF,0.4869315313375,0.19491940847795028,0.013782883551962926,0.40030147142565825,234.82000465000002,95.84105798938307,6.776986202038591,0.40814690440124335
alpha_0p75,alpha,0.75,0.75,1.0,1.0,0.75,100.0,Phenotype_noncanonical,0.6124386528,0.2009450056600861,0.014208957614781605,0.3281063413313127,289.7293728125,98.99845784114848,7.0002480866486625,0.34169285937472377
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,TNFR,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,IL1R,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,CD40,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,LTB,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,BAFFR,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,TRAF2_5,0.4997482364,0.2079386724242303,0.01470348453421014,0.41608685589796773,249.1403123,103.60275849993144,7.325821308493374,0.41584100759727366
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,TRAF6,0.652948172575,0.13194627342626628,0.009330010469200723,0.20207771300732208,325.7277431125,65.72692117333514,4.6475951668178945,0.20178484198269336
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,TRAF2_3,0.702551078875,0.07848179027484817,0.005549500610300557,0.11170972849479018,350.58049062500004,39.120456077836536,2.76623397757487,0.11158765853768488
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,Btx,0.4883264670125,0.17907287426962226,0.012662364372261592,0.3667072877805708,242.801963425,89.0591309452614,6.297431541797503,0.36679740842693476
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,TAK1_TAB,0.5498573600125001,0.1468534301161598,0.010384105627564135,0.267075501386071,273.66449140000003,73.06234478054185,5.16628794437107,0.26697780339266125
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,NEMO_IKKa_IKKb,0.539978504575,0.1485005590164275,0.010500575229050898,0.2750119824367965,268.206922625,73.68973240905758,5.210650949026672,0.27474955414215263
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,IkBa_release_signal,0.4054562557125,0.15727621418610138,0.011121107757034017,0.3878993404842727,200.93682885,78.04246881460607,5.518435891934761,0.38839305497781607
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,p50_p65,0.382012594025,0.14771151197767074,0.010444781177872892,0.38666660285028215,188.58363781249997,73.0773752246566,5.167350757266848,0.3875064457994711
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,TNFa,0.70550840025,0.19520966047242583,0.013803407467317584,0.27669360195180165,345.5597607625,97.29557593198734,6.879836152095889,0.2815593335210626
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,p100,0.338427660825,0.19232521295142918,0.013599446227110238,0.5682904656273945,166.7219310625,94.88105298734298,6.709103597347036,0.5690976129095721
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,Phenotype_canonical,0.846862197175,0.1500356413554553,0.010609121942211525,0.1771665353063943,413.1817088375,76.50633531095141,5.409814850210555,0.18516389683900683
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,NIK,0.46355719892499997,0.19359251859121623,0.013689058268283177,0.4176237992639567,230.47548821249998,96.34637070775258,6.81271720701648,0.4180330474836464
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,IKKa_noncanonical,0.37614086380000006,0.18507377235281794,0.013086691945045293,0.49203314546335636,186.4042043375,91.82439192343406,6.492965020739147,0.4926090173222623
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,p100_RelB,0.47897373321250003,0.1365788750112239,0.009657584868726633,0.28514898738847905,236.4492847125,67.68281785170136,4.785897947275195,0.28624665933752885
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,p52,0.3904982441125,0.1892748145844694,0.013383750490050476,0.4847008083599489,192.145686875,93.22314083233654,6.591871504605369,0.48516905244395453
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,BAFF,0.7406969223000001,0.18354482290877888,0.012978578893048152,0.2478001695198604,362.7546975,91.85685981667032,6.495260847486967,0.25322031788897875
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,0.0,Phenotype_noncanonical,0.8360485399375,0.15152945361398934,0.010714750419994427,0.18124480383078853,406.5619624625,77.86363687905305,5.505790564502536,0.19151726936637598
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,TNFR,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,IL1R,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,CD40,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,LTB,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,BAFFR,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,TRAF2_5,0.4997482364,0.2079386724242303,0.01470348453421014,0.41608685589796773,249.1403123,103.60275849993144,7.325821308493374,0.41584100759727366
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,TRAF6,0.652948172575,0.13194627342626628,0.009330010469200723,0.20207771300732208,325.7277431125,65.72692117333514,4.6475951668178945,0.20178484198269336
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,TRAF2_3,0.702551078875,0.07848179027484817,0.005549500610300557,0.11170972849479018,350.58049062500004,39.120456077836536,2.76623397757487,0.11158765853768488
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,Btx,0.4883264670125,0.17907287426962226,0.012662364372261592,0.3667072877805708,242.801963425,89.0591309452614,6.297431541797503,0.36679740842693476
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,TAK1_TAB,0.5498573600125001,0.1468534301161598,0.010384105627564135,0.267075501386071,273.66449140000003,73.06234478054185,5.16628794437107,0.26697780339266125
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,NEMO_IKKa_IKKb,0.4757875597875,0.11323587313844811,0.008006985376977629,0.23799670842386553,236.40603731250002,56.28503876391782,3.979953258931398,0.23808630017987165
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,IkBa_release_signal,0.30536395195,0.1174697009987417,0.00830636221601664,0.38468751877423984,151.5124125625,58.405813902248894,4.129914707099973,0.3854853402070676
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,p50_p65,0.22856149935,0.10514308588397477,0.007434738902343811,0.460020984212076,113.0563575375,52.069770523679956,3.6818887832121505,0.4605647276970583
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,TNFa,0.60599321425,0.23177015089280856,0.016388624537293426,0.382463277546195,296.421072075,114.67708013168237,8.10889410077857,0.3868722264882267
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,p100,0.2583156100375,0.18134942409960855,0.012823340754510831,0.7020459354867553,127.320225,89.38448065345051,6.3204372402892615,0.702044633155891
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,Phenotype_canonical,0.772622562275,0.19278504058476728,0.013631960950881272,0.24952033502245716,375.3687091875,96.83791039450763,6.84747431158916,0.25798077470047254
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,NIK,0.46355719892499997,0.19359251859121623,0.013689058268283177,0.4176237992639567,230.47548821249998,96.34637070775258,6.81271720701648,0.4180330474836464
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,IKKa_noncanonical,0.37614086380000006,0.18507377235281794,0.013086691945045293,0.49203314546335636,186.4042043375,91.82439192343406,6.492965020739147,0.4926090173222623
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,p100_RelB,0.45082841819999997,0.14265868351640362,0.010087492250959455,0.3164367589913471,222.61373906250003,70.68292632774227,4.9980376520455705,0.31751376453857433
alpha_1p25,alpha,1.25,1.25,1.0,1.0,0.75,100.0,p52,0.3783178860375,0.18992960931445244,0.013430051469436098,0.5020370865987184,186.146152425,93.52891039015296,6.61349267738661,0.5024487972043183
