time,TNFR,IL1R,CD40,LTB,BAFFR,TRAF2_5,TRAF6,TRAF2_3,Btx,TAK1_TAB,NEMO_IKKa_IKKb,IkBa_release_signal,p50_p65,TNFa,p100,Phenotype_canonical,NIK,IKKa_noncanonical,p100_RelB,p52,BAFF,Phenotype_noncanonical
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0.05682597626,0.04457467573,0.03089454341,0.01409980438,0.01495721491,0.002868210978,0.0002769516742,2.005700387e-05,1.125713784e-06,9.9969891e-07,1.217494081e-06,0.01403890016,0.001831232947,0.0001630181662,8.930291156e-06,9.753023796e-06,5.088259698e-07
1,0,0,0,0,0,0.09401803195,0.06932511173,0.04724107038,0.03929192648,0.0390452691,0.01491363929,0.003033381028,0.0004610030713,5.473361601e-05,4.80364584e-05,5.928697778e-05,0.03955655678,0.01023705581,0.001872499494,0.0002126290824,0.0002376910115,2.513183133e-05
1.5,0,0,0,0,0,0.119017147,0.08386244521,0.05692957845,0.06362730082,0.05987313235,0.03279988543,0.01028643671,0.002436064894,0.0004585823426,0.0003997053336,0.0004964997629,0.06478633353,0.02425314063,0.006719003375,0.001180651417,0.001350602488,0.0002182936733
2,0,0,0,0,0,0.1362199604,0.09312348612,0.06345680487,0.08406918574,0.07570313429,0.05159773051,0.02157209276,0.006989318808,0.001862363417,0.001604287446,0.002006843565,0.0864114582,0.04078802214,0.01492834054,0.003620644115,0.004226202404,0.0009213929967
2.5,0,0,0,0,0,0.1484239066,0.09985717683,0.06821284049,0.1002068015,0.08710376938,0.06864320723,0.03514905549,0.01440251988,0.005060855133,0.00429911244,0.005409196227,0.1040039674,0.05755024208,0.02572482029,0.007993894393,0.009511998919,0.002622584144
3,0,0,0,0,0,0.1573535316,0.1049326428,0.07168325656,0.1127656949,0.09561960465,0.08290563025,0.04924915287,0.02418858036,0.01066586295,0.008948990715,0.01139807634,0.1180873134,0.07310440853,0.03785270885,0.01436536022,0.01749212434,0.005812326177
3.5,0,0,0,0,0,0.1640836304,0.1089251971,0.07435331322,0.1224671938,0.1023778556,0.09456835579,0.06251183691,0.03541370228,0.01890574952,0.01560111947,0.02018097325,0.1293202774,0.08674651365,0.04997900798,0.02235088767,0.02791556185,0.01085590824
4,0,0,0,0,0,0.1691613931,0.1122449664,0.07612653174,0.1301286455,0.107450644,0.1039585544,0.07446420796,0.04721311341,0.02963481423,0.02397258347,0.03150952887,0.1380437815,0.09823044175,0.06133949142,0.03160049172,0.04030588387,0.0178693182
4.5,0,0,0,0,0,0.1730671988,0.1150614064,0.07764420255,0.1359573868,0.1122331714,0.1115396049,0.0849500172,0.0586200267,0.04227794669,0.03366643204,0.04467680413,0.1451933217,0.1081700684,0.07143152525,0.04139155282,0.05403525871,0.02678183548
5,0,0,0,0,0,0.1759648662,0.1170012047,0.07886499496,0.1407587697,0.1162877176,0.1176565634,0.09382458507,0.06932320652,0.05649502303,0.04401928773,0.05938492047,0.1507893881,0.116348817,0.08018417528,0.0514798101,0.06852837135,0.03735147574
5.5,0,0,0,0,0,0.1785628214,0.1186583837,0.0795439029,0.1443591103,0.1196606772,0.122895628,0.1011123296,0.07886473343,0.07136940147,0.05458646196,0.07479741978,0.1553733511,0.1231383608,0.08775877179,0.06143775141,0.08313756646,0.04921863594
6,0,0,0,0,0,0.1803029765,0.1200960865,0.0801185215,0.1471837101,0.1226070414,0.1270118992,0.1073922511,0.08723805324,0.08651463737,0.06473675223,0.09039432143,0.1592360827,0.1288624944,0.09412412364,0.07126268843,0.09761899184,0.06219266881
6.5,0,0,0,0,0,0.1817638224,0.1209837135,0.08040460199,0.1496488872,0.1254604018,0.1305528585,0.1123594365,0.09419137198,0.1014462711,0.07440367184,0.1060949634,0.1623040379,0.1338669973,0.09959589932,0.0805770067,0.1116233219,0.07566148157
