time,TNFR,IL1R,CD40,LTB,BAFFR,TRAF2_5,TRAF6,TRAF2_3,Btx,TAK1_TAB,NEMO_IKKa_IKKb,IkBa_release_signal,p50_p65,TNFa,p100,Phenotype_canonical,NIK,IKKa_noncanonical,p100_RelB,p52,BAFF,Phenotype_noncanonical
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0.05957019032,0.04851631526,0.03011564848,0.01481090347,0.01493897468,0.00291834209,0.0002742233402,1.989645328e-05,1.009779138e-06,1.003522757e-06,1.154875537e-06,0.01460753829,0.001884470622,0.0001602566157,8.608411435e-06,1.060693518e-05,4.778134819e-07
1,0,0,0,0,0,0.09902680446,0.07646168169,0.04503277593,0.04091001368,0.03970508225,0.01515812145,0.002993900216,0.0004469242592,4.817991207e-05,4.710270038e-05,5.561650426e-05,0.04069857119,0.01043724812,0.001844582077,0.0002077074004,0.0002614285427,2.383692143e-05
1.5,0,0,0,0,0,0.1259989032,0.09326078344,0.05315049188,0.06612418227,0.06181965853,0.0331310157,0.01008118417,0.00230116981,0.0003973179989,0.0003810938382,0.0004593957288,0.06590909414,0.02459934691,0.006615970609,0.001162712991,0.001495404024,0.0002074546123
2,0,0,0,0,0,0.1446173724,0.1041821658,0.05850956014,0.08717461275,0.07902590432,0.05159339945,0.02106158969,0.006455698772,0.001585911453,0.001493643753,0.001841027684,0.0870193224,0.04136391554,0.01476736758,0.003584221663,0.004702592292,0.0008817934775
2.5,0,0,0,0,0,0.157974915,0.1118691903,0.06250416372,0.1038642636,0.09185858965,0.06783707227,0.03422738986,0.01299793132,0.004247285137,0.003926158605,0.00493431291,0.1036459285,0.05825671473,0.02555021902,0.007970201827,0.01068845989,0.00252380664
3,0,0,0,0,0,0.1675563811,0.117183459,0.06562379778,0.1169076208,0.1011638946,0.08058454533,0.04786149915,0.02134551124,0.00885124514,0.008006591984,0.01032073605,0.1165489917,0.07387350218,0.0377808924,0.01435776511,0.01969833863,0.005629908818
3.5,0,0,0,0,0,0.1747252748,0.1212969315,0.06813029165,0.1272539441,0.1084102647,0.09022914866,0.06068148521,0.03059309764,0.0155856929,0.01374129988,0.01809054925,0.1263585833,0.08793679073,0.05035633632,0.02254609549,0.03148019946,0.0105645982
4,0,0,0,0,0,0.1800522178,0.1242742508,0.0701413235,0.1351946472,0.1141184362,0.09717026146,0.07212195284,0.03999442892,0.02431195426,0.02089115915,0.02809671213,0.1336361018,0.09995207812,0.06262919706,0.03193369682,0.0455301855,0.0174426701
4.5,0,0,0,0,0,0.1838979921,0.1266259236,0.07197447622,0.1413224366,0.1183968567,0.1020953356,0.08191880239,0.04885012637,0.03466836705,0.02897782556,0.0400550108,0.1393170566,0.1101183847,0.07379091872,0.04216297545,0.06108939673,0.02628735485
