time,TNFR,IL1R,CD40,LTB,BAFFR,TRAF2_5,TRAF6,TRAF2_3,Btx,TAK1_TAB,NEMO_IKKa_IKKb,IkBa_release_signal,p50_p65,TNFa,p100,Phenotype_canonical,NIK,IKKa_noncanonical,p100_RelB,p52,BAFF,Phenotype_noncanonical
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1,1,1,1,1,0.1352445655,0.1978531351,0.2309739781,0.02575212507,0.03599844971,0.005553912172,0.0003501095887,1.708929036e-05,6.77524403e-07,7.193362562e-07,8.068707857e-07,0.02572774209,0.002202453893,0.0001478764899,7.554392343e-06,7.213603778e-06,3.321883124e-07
1,1,1,1,1,1,0.2306478008,0.3282133373,0.3796178935,0.07660570302,0.1048146236,0.03134502867,0.00404601428,0.0004062381893,3.378661383e-05,3.52322329e-05,4.040793254e-05,0.0765868407,0.0129050692,0.001759003154,0.000184640574,0.0001801558362,1.688613486e-05
1.5,1,1,1,1,1,0.2983118337,0.4147776877,0.4758973588,0.1309291587,0.1762813705,0.07471018121,0.01453019116,0.002238671356,0.0002933672769,0.0003003105673,0.0003522575289,0.1312426537,0.03200864032,0.006580481205,0.001058821365,0.001054640276,0.0001509774969
2,1,1,1,1,1,0.346910319,0.4725769606,0.5385407194,0.1806342284,0.2397215769,0.1264299774,0.03255928863,0.006781679411,0.001242457106,0.001245374992,0.001497218093,0.1810482019,0.05641304869,0.01538361998,0.003347188588,0.003415999882,0.0006599608334
2.5,1,1,1,1,1,0.3819710112,0.5115468712,0.5794871669,0.2225962841,0.2922728228,0.1791733043,0.05655943496,0.01480210543,0.003544537691,0.003476400008,0.00428895029,0.2235410191,0.08301754634,0.02799000694,0.007650151742,0.008010475108,0.001950312036
3,1,1,1,1,1,0.4076045584,0.5380506827,0.6062338113,0.2570368136,0.3339763318,0.2279983156,0.08403893127,0.02633519917,0.007885677364,0.007566830889,0.00958410841,0.2586555183,0.1093855457,0.04373191052,0.01427588843,0.01533559008,0.004507228933
3.5,1,1,1,1,1,0.4262489845,0.556235587,0.6237089903,0.2846575395,0.3667525401,0.2711891535,0.1129489107,0.04085531758,0.01478887162,0.01387048112,0.01802900344,0.2868543003,0.1344968021,0.06179255536,0.02324415597,0.02566542675,0.008778122543
4,1,1,1,1,1,0.4400004426,0.5687775743,0.6351246225,0.306466847,0.3923214883,0.3079871614,0.1414791517,0.05752646166,0.02449155445,0.02244207999,0.03001591508,0.3093073417,0.1573191303,0.08131205011,0.03435038793,0.03901005921,0.01513619546
4.5,1,1,1,1,1,0.4504939362,0.5774586717,0.642653064,0.3238620572,0.4119172951,0.3387444916,0.1684974212,0.07535634628,0.03704947955,0.03310353652,0.04545481433,0.3273601532,0.1776134996,0.1017138999,0.04721028649,0.05515628854,0.02384152331
