time,TNFR,IL1R,CD40,LTB,BAFFR,TRAF2_5,TRAF6,TRAF2_3,Btx,TAK1_TAB,NEMO_IKKa_IKKb,IkBa_release_signal,p50_p65,TNFa,p100,Phenotype_canonical,NIK,IKKa_noncanonical,p100_RelB,p52,BAFF,Phenotype_noncanonical
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1,1,1,1,1,0.1315941779,0.1999031193,0.2327954543,0.02418328,0.03549519809,0.005153462602,0.000335365362,1.502057134e-05,7.508457099e-07,5.836157013e-07,7.003652547e-07,0.02931798416,0.002604660141,0.0001688605963,9.362944043e-06,8.329901004e-06,3.846588718e-07
1,1,1,1,1,1,0.2257515196,0.3310752586,0.3815611842,0.07229276616,0.1043754725,0.02893368723,0.003806185601,0.0003475691596,3.654269227e-05,2.801220424e-05,3.423977708e-05,0.08669387159,0.01511692751,0.001992254722,0.0002273817657,0.0002067269836,1.949794909e-05
1.5,1,1,1,1,1,0.2934842576,0.4176291735,0.4772138721,0.124330362,0.1766857192,0.06855452809,0.01344885355,0.001867775549,0.0003096899623,0.0002335143224,0.0002918144923,0.1474597493,0.0372536036,0.007385177769,0.001292458354,0.001200529581,0.0001735114401
2,1,1,1,1,1,0.3426971919,0.474999619,0.5387999248,0.1722453884,0.2414402061,0.1154333643,0.02951477168,0.005507750744,0.001280859232,0.0009471315689,0.001214000037,0.2024345976,0.06520980361,0.0171290327,0.004050484834,0.00385609749,0.0007538020425
2.5,1,1,1,1,1,0.3788390244,0.5132418057,0.5784710023,0.2134400708,0.2954889283,0.1625544073,0.05026759968,0.01170576205,0.003568626992,0.002596869648,0.003404287907,0.2488673924,0.09547876609,0.03084699907,0.009171274559,0.008958010822,0.002212395854
3,1,1,1,1,1,0.4052562684,0.5390578632,0.6043927802,0.2478065214,0.3388774916,0.205634621,0.07335353863,0.02027136704,0.007765025677,0.005533409717,0.007438656774,0.2867857814,0.1253801412,0.04773107846,0.01696685333,0.01699116347,0.00508237455
3.5,1,1,1,1,1,0.42491951,0.5564830206,0.6210509914,0.2756236853,0.3731035904,0.2431375364,0.09688421944,0.03069013379,0.01425501156,0.009968648826,0.0137298768,0.3170153467,0.1534361079,0.06671195858,0.02740622767,0.02815169582,0.009836923379
4,1,1,1,1,1,0.4396343578,0.5685570174,0.6317938051,0.2979357482,0.3996446884,0.2745994941,0.1192429313,0.04213467733,0.02316846862,0.01587969421,0.02249027673,0.3407956843,0.1786648505,0.08684142513,0.04012828856,0.04237984895,0.01687915738
4.5,1,1,1,1,1,0.4510805331,0.5768449531,0.638763891,0.3158776643,0.4204309836,0.3003316004,0.1396399835,0.053947289,0.03441916629,0.02312651206,0.03361991795,0.3596882753,0.2012302327,0.1073346157,0.05465924202,0.0592992163,0.02638907503
5,1,1,1,1,1,0.4593845176,0.5825151862,0.6433490962,0.3299360951,0.4362655465,0.3213092616,0.1576244417,0.06563494445,0.04772369336,0.0314286168,0.04689034834,0.3743090845,0.2207739483,0.1275858577,0.07036929511,0.0785234284,0.03839679923
5.5,1,1,1,1,1,0.4659191321,0.5863546426,0.6463242458,0.3415110632,0.448457447,0.3378160489,0.1732464015,0.0766237041,0.06275227774,0.0405116597,0.06199778581,0.3859816616,0.2376969624,0.1473077715,0.08691655295,0.09963955962,0.05276578889
6,1,1,1,1,1,0.471029214,0.5893174488,0.6483427909,0.3507164177,0.4581117599,0.3506803102,0.1865531073,0.0866869123,0.07897317179,0.04993690614,0.07847638823,0.3951407986,0.2523844233,0.1660995656,0.1036909913,0.1221771754,0.06945297506
6.5,1,1,1,1,1,0.4750896516,0.5913493339,0.6498910653,0.358303039,0.4652884834,0.361054936,0.1976759075,0.09577219635,0.09608117684,0.05951075445,0.09597507909,0.402433116,0.2646983297,0.1837211155,0.1204590414,0.1456796944,0.08806926091
7,1,1,1,1,1,0.4779591628,0.592839037,0.6508768199,0.3643546406,0.4704789753,0.3693078487,0.2070028859,0.103831866,0.1137651897,0.06908277783,0.1141785683,0.4081961251,0.2752778124,0.2000600676,0.136935364,0.1697462195,0.1083143519
7.5,1,1,1,1,1,0.4806171349,0.5937769822,0.6514903196,0.3690884539,0.4748509325,0.3758012425,0.2146316833,0.1107923332,0.1316325496,0.07827564979,0.1327627852,0.4128658128,0.2842363594,0.2149438662,0.1527556011,0.1939474214,0.1299441996
8,1,1,1,1,1,0.4827544099,0.5946413753,0.6517571169,0.3733110125,0.47821882,0.3808430198,0.2208160126,0.1168091666,0.1495099912,0.08701532215,0.1514292621,0.416492948,0.2916487942,0.2287828349,0.1675909862,0.2182968151,0.1524891489
8.5,1,1,1,1,1,0.4843514942,0.5951357905,0.6519996165,0.3765240223,0.4808131379,0.384620489,0.2259340236,0.1219437086,0.1670986499,0.09529156599,0.1699707699,0.4194863632,0.2980622694,0.2411315291,0.1814997653,0.2422411055,0.1759342147
9,1,1,1,1,1,0.4854167559,0.5954371992,0.6522214715,0.3791784114,0.4828107998,0.387838835,0.2301916089,0.126331563,0.1843164639,0.1028592476,0.1884169366,0.4220591171,0.303407637,0.2522215191,0.194440139,0.2657412929,0.1995984851
9.5,1,1,1,1,1,0.4865751687,0.5957408204,0.6524544916,0.381458592,0.4844066702,0.3903498627,0.2337895598,0.1300451491,0.2006991379,0.1100520103,0.2061165566,0.4240787734,0.307846198,0.2622303901,0.2063871499,0.2882877575,0.2235216178
10,1,1,1,1,1,0.4873258159,0.5961580994,0.6525131902,0.3833564365,0.4856674755,0.3922456323,0.2364167866,0.1330582401,0.2166179968,0.116544267,0.2235421392,0.4258008571,0.3118869453,0.2713030081,0.2175240721,0.3102820804,0.2474811465
10.5,1,1,1,1,1,0.4879539847,0.596295735,0.6525315178,0.3847200507,0.4868460405,0.3938560687,0.2385151729,0.1355336538,0.2319710929,0.1225153621,0.2404439102,0.4270785244,0.3154526379,0.2792304951,0.2275399144,0.3314911322,0.2709630181
11,1,1,1,1,1,0.4885554802,0.5963252099,0.6524271084,0.3861609901,0.4876984073,0.3950022733,0.2404705446,0.1375299611,0.2464196222,0.1278328425,0.2567605567,0.4281508366,0.3182734806,0.286010779,0.2367768858,0.3516919471,0.2940940589
11.5,1,1,1,1,1,0.4888467534,0.5963618482,0.6526576445,0.3872260139,0.4881490874,0.396104922,0.2421294511,0.1393167566,0.2600085697,0.1327800697,0.2722751757,0.4290655933,0.3207376397,0.2922083324,0.2448695313,0.3709986604,0.3167502592
12,1,1,1,1,1,0.4891384058,0.5964192387,0.6526676872,0.3881979455,0.4885532981,0.3968813894,0.2430897872,0.1407527916,0.2730784237,0.1371458457,0.2872237897,0.4298494819,0.3228986127,0.2976342977,0.2521943053,0.3893227425,0.3386996145
12.5,1,1,1,1,1,0.4895567585,0.5966929571,0.6528811082,0.3888496264,0.4889914051,0.3975671165,0.243993199,0.1419686946,0.2853507416,0.1409395799,0.3016440844,0.4306915481,0.3246479701,0.3026523252,0.2588864919,0.4064939285,0.3598411959
13,1,1,1,1,1,0.4898814442,0.5967090472,0.6529870877,0.3896567318,0.4890697584,0.3979037142,0.2446765142,0.1430781687,0.2969866525,0.1444731637,0.3152219994,0.4313998861,0.3261495865,0.3068480647,0.2650261541,0.4226762724,0.3804490576
13.5,1,1,1,1,1,0.4899134741,0.5969285003,0.652790931,0.390144837,0.4895502235,0.3981913861,0.2452262697,0.1437864366,0.3081792165,0.1476779274,0.3282478776,0.4319080948,0.3275112772,0.3103761238,0.2704097021,0.4377396687,0.4000538744
14,1,1,1,1,1,0.4901821281,0.5970462917,0.6529650791,0.3906818626,0.4897470201,0.3985046476,0.2459034764,0.144477459,0.3186144988,0.1504571016,0.3406858361,0.4322424378,0.328372438,0.3134843932,0.275169848,0.4519748573,0.418980772
