time,TNFR,IL1R,CD40,LTB,BAFFR,TRAF2_5,TRAF6,TRAF2_3,Btx,TAK1_TAB,NEMO_IKKa_IKKb,IkBa_release_signal,p50_p65,TNFa,p100,Phenotype_canonical,NIK,IKKa_noncanonical,p100_RelB,p52,BAFF,Phenotype_noncanonical
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1,1,1,1,1,0.1703235486,0.2050746513,0.2501927893,0.02751656286,0.04959524744,0.01005203032,3.60791638e-05,3.608904957e-06,1.57545212e-08,2.374985555e-07,2.055016814e-07,0.02042762619,0.00277579138,0.0001972492201,1.533522697e-06,5.806040784e-06,6.809517444e-08
1,1,1,1,1,1,0.2862159421,0.331286954,0.4089103552,0.08218589897,0.1382272837,0.05599720359,0.0004095848252,8.502540867e-05,7.811852525e-07,1.141726945e-05,1.016720581e-05,0.06207070084,0.01669757484,0.002460127245,3.912560957e-05,0.0001527501214,3.607470692e-06
1.5,1,1,1,1,1,0.363974347,0.4088318692,0.5098288154,0.1397505944,0.2229615906,0.1301075459,0.001458557245,0.0004708601471,6.809275278e-06,9.648048448e-05,8.952347671e-05,0.1063418698,0.04206305041,0.009733998894,0.0002332019675,0.0009376590528,3.379859509e-05
2,1,1,1,1,1,0.4164023283,0.4568223632,0.5694609695,0.1897917946,0.2924741627,0.2162542478,0.003291081313,0.00144725692,2.932153731e-05,0.0004020733077,0.0003821496845,0.1482371048,0.07466792795,0.02375037635,0.0007704664748,0.003175538777,0.000155113098
2.5,1,1,1,1,1,0.4549307283,0.4895884628,0.6085284803,0.2350051433,0.3427081691,0.3028441545,0.005727725126,0.003216243015,8.499443227e-05,0.001131509555,0.001124848401,0.1815705779,0.1104830493,0.04442114797,0.001826506038,0.007771084882,0.0004793396174
3,1,1,1,1,1,0.4787117392,0.5073842593,0.6329799023,0.2682744523,0.3796739399,0.3822965626,0.008606133387,0.005881751049,0.0001967660711,0.002506524169,0.002564414777,0.2092954901,0.1467185064,0.07176561063,0.003556786653,0.01536647278,0.001161105417
3.5,1,1,1,1,1,0.4960456688,0.5147557807,0.6479547079,0.2923154677,0.4060373407,0.4479511894,0.01166651122,0.009430725582,0.0003814842485,0.004714221728,0.00499433645,0.229367467,0.179624845,0.1040239248,0.006122688295,0.02686788255,0.002380247961
4,1,1,1,1,1,0.50730714,0.5236801946,0.657335537,0.3125648007,0.4254482439,0.5032059194,0.01459687957,0.01367284484,0.0006625449928,0.007839768157,0.008691562484,0.2484324047,0.2077181231,0.1395114302,0.009429795993,0.04250445823,0.004341552348
4.5,1,1,1,1,1,0.5141572524,0.5296747014,0.6634081822,0.3265450096,0.4389153244,0.5487493607,0.01744273921,0.01848483727,0.001056555423,0.01190258035,0.01387027315,0.2601375964,0.2329648804,0.1735973366,0.01316640955,0.06190168827,0.00719130714
5,1,1,1,1,1,0.5191375689,0.5313538982,0.6664562375,0.33692714,0.4480075439,0.5847529912,0.01992291964,0.02334302983,0.001555970245,0.01693910667,0.02031649526,0.2692990564,0.2529064896,0.208725441,0.01766275239,0.08365162515,0.01106326588
5.5,1,1,1,1,1,0.5250733892,0.5345079446,0.6707902948,0.3457188259,0.4545560152,0.6145690297,0.02227789769,0.02873485947,0.002176072826,0.02264865454,0.02795835683,0.27600291,0.2691123835,0.2428231128,0.02219299007,0.1099968284,0.0159650457
6,1,1,1,1,1,0.5237398051,0.5353673751,0.6722032798,0.3489575833,0.4606607561,0.6399837087,0.02475993782,0.03428937755,0.002935075028,0.02895633713,0.0373041975,0.2823667156,0.2851403439,0.2764563725,0.02742772866,0.1366797106,0.02214787562
6.5,1,1,1,1,1,0.5243439111,0.5344157731,0.6729982436,0.3525529507,0.4620548885,0.6542576387,0.02660074854,0.03997493387,0.003795104496,0.03643277914,0.04894478044,0.2870642161,0.2971459078,0.3094482066,0.03253295299,0.1662872192,0.02974691482
7,1,1,1,1,1,0.5265020976,0.5359763422,0.6723026714,0.3584238199,0.4659192382,0.6687116196,0.02827520208,0.04539202399,0.004762208535,0.04352580284,0.06073937482,0.2905990128,0.3060877343,0.3413089401,0.03773004091,0.1993823879,0.03807169763
7.5,1,1,1,1,1,0.5287568618,0.5370073787,0.6729738234,0.3603096123,0.467604916,0.6790184774,0.02934184018,0.05042166598,0.005853209879,0.05099498149,0.07464454621,0.2910408126,0.3113278051,0.3683112621,0.04326214497,0.2316222826,0.0475597004
8,1,1,1,1,1,0.5301006074,0.540471567,0.6721665686,0.3606433402,0.467319524,0.6867041035,0.03035680397,0.05432167364,0.007029462639,0.05808299886,0.0893317789,0.2908130087,0.3158015168,0.3933301489,0.04930425175,0.2616379605,0.05833587743
8.5,1,1,1,1,1,0.5304949074,0.5393249724,0.6705056068,0.3627467779,0.4662066838,0.6948573293,0.03147321088,0.05779636364,0.008255375598,0.06513811182,0.1047338321,0.2900496702,0.316748819,0.4150523856,0.05400037866,0.2909898348,0.06943112651
9,1,1,1,1,1,0.5301589473,0.5383324445,0.6712188037,0.3620506436,0.4692323218,0.698393484,0.03181422657,0.06137168012,0.009432407055,0.07131128953,0.1200033755,0.2913407922,0.3203751417,0.4372739402,0.05831398774,0.3228360368,0.0817984418
9.5,1,1,1,1,1,0.5310249164,0.5404966117,0.6742682376,0.3618268982,0.4684805139,0.7023062116,0.03252396468,0.06467186349,0.01082708712,0.07762290241,0.1356768995,0.2922823878,0.3249282559,0.4590210152,0.06299878512,0.3541220094,0.094549326
10,1,1,1,1,1,0.5315891558,0.5411615141,0.6745816294,0.3630098872,0.4674815843,0.7039238063,0.03309697127,0.06768713768,0.01221592788,0.0838612401,0.1519981253,0.2912223381,0.32883755,0.470477969,0.0675287946,0.3853637296,0.1076419595
10.5,1,1,1,1,1,0.5320636222,0.5401124458,0.6764810145,0.3677910978,0.4668027951,0.7071608953,0.03363107405,0.07031097822,0.01366439449,0.08821338689,0.1683810196,0.2942600248,0.3305333862,0.484463066,0.07171893408,0.4134035728,0.1219175322
11,1,1,1,1,1,0.530986186,0.5398691139,0.6761545803,0.368560427,0.4691841955,0.7075304471,0.03395226624,0.07159269238,0.01521429949,0.09341131849,0.1829887071,0.2947153469,0.3351208487,0.4974438583,0.07676846047,0.4375069086,0.1367045682
11.5,1,1,1,1,1,0.5310987178,0.5396682018,0.6756622656,0.3673753535,0.4704459699,0.7099288921,0.03456630281,0.0731199932,0.01659961173,0.09650396679,0.198905895,0.2960690938,0.3383247468,0.5091943976,0.0804622558,0.4626099748,0.1533434475
