time,TNFR,IL1R,CD40,LTB,BAFFR,TRAF2_5,TRAF6,TRAF2_3,Btx,TAK1_TAB,NEMO_IKKa_IKKb,IkBa_release_signal,p50_p65,TNFa,p100,Phenotype_canonical,NIK,IKKa_noncanonical,p100_RelB,p52,BAFF,Phenotype_noncanonical
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1,1,1,1,1,0.1538906517,0.2077934384,0.256056049,0.03554706303,0.01391742382,0.006499514296,0.0002265962622,1.228542356e-05,2.759849671e-07,7.728710655e-07,8.706146159e-07,0.04765643052,0.005751935337,0.0005835248946,4.25175327e-05,8.521372475e-06,3.294186987e-06
1,1,1,1,1,1,0.2687084815,0.3606751811,0.4066132812,0.1007438548,0.04516582212,0.0367835848,0.002626628096,0.0002927270675,1.38130027e-05,3.738989066e-05,4.371551335e-05,0.1313382432,0.03099444518,0.006583948515,0.0009789249464,0.0002044083633,0.0001595232051
1.5,1,1,1,1,1,0.3542841731,0.4744443356,0.4948306124,0.1642093309,0.08150190715,0.0886856945,0.009585221228,0.001627886838,0.0001224145794,0.0003199983665,0.0003851603689,0.2117569553,0.07141471196,0.02315539656,0.005235913769,0.001151886079,0.001361532337
2,1,1,1,1,1,0.4214588233,0.5544296764,0.5431334293,0.2212015639,0.1171178308,0.1521119452,0.02185827495,0.004993631848,0.0005204551449,0.001317298132,0.001629513288,0.277237444,0.1170411338,0.05136336958,0.0154562017,0.003621583526,0.005665713054
2.5,1,1,1,1,1,0.4684026154,0.6127840068,0.5725809485,0.2663661614,0.1510453874,0.2151673574,0.03840537681,0.01106834146,0.001508240193,0.003714003721,0.004764362625,0.3252179836,0.1604904041,0.08807933164,0.03310816046,0.00823436059,0.01582490796
3,1,1,1,1,1,0.5045177884,0.6604793374,0.5910712215,0.2982547859,0.1798897317,0.2713644131,0.05721033367,0.01984928485,0.003443635368,0.008066201994,0.01072965912,0.3590748584,0.2001019643,0.1304038511,0.05693119443,0.01529511124,0.03458207433
3.5,1,1,1,1,1,0.5318569563,0.6938362518,0.598872345,0.3221282836,0.2037811849,0.3214072134,0.07753517745,0.03089296474,0.006566759034,0.01461206778,0.02054052381,0.3839426697,0.2335173547,0.1758216703,0.08568572128,0.02533602661,0.06207061585
4,1,1,1,1,1,0.5533856078,0.7193495644,0.6043469442,0.3387774148,0.2215632941,0.3636694455,0.0966937285,0.04359567242,0.0111765473,0.02351303633,0.03475793332,0.4030113378,0.2599313861,0.2220264586,0.1168718499,0.03748496139,0.09886141089
4.5,1,1,1,1,1,0.5653691835,0.7347995304,0.607452186,0.3509358966,0.2374924479,0.3968098474,0.1133268365,0.0572404657,0.01740722184,0.0344775068,0.05342061398,0.4167587863,0.27919388,0.2620460426,0.1478492661,0.05170517345,0.1443346282
5,1,1,1,1,1,0.5740434892,0.7479807262,0.6104569605,0.3587037602,0.2489515265,0.4228947907,0.1295640885,0.07148775339,0.02524936846,0.04700061872,0.07639893979,0.4256748941,0.2937163598,0.2991574543,0.1787982414,0.06811666672,0.1958002662
5.5,1,1,1,1,1,0.582698476,0.7570150214,0.6103144805,0.3675702509,0.2588861542,0.4480203729,0.1446702854,0.08636023127,0.0342642453,0.06108623575,0.102987751,0.4321931517,0.3077116769,0.3351107675,0.2071454962,0.08542139858,0.250468715
6,1,1,1,1,1,0.5865377668,0.7649394242,0.6117546173,0.3703717166,0.265998082,0.461643937,0.1579696683,0.09826143654,0.04476483736,0.07571686552,0.1318183114,0.4384819619,0.3197350341,0.3651819566,0.2322530655,0.1051875015,0.3060975428
6.5,1,1,1,1,1,0.5913319113,0.7699017409,0.6101275894,0.3748068541,0.2709001515,0.4737814582,0.1684213048,0.1099654598,0.05648819188,0.0904897137,0.1630312392,0.4378604671,0.3254046191,0.3936639219,0.2534848351,0.12395184,0.3613251092
7,1,1,1,1,1,0.5973247355,0.7738465947,0.6130834083,0.3762109026,0.2757699076,0.4828237765,0.1773787035,0.1212216258,0.0677237478,0.103105958,0.1967200489,0.4369874948,0.3313257417,0.4185684904,0.2749231363,0.1443033463,0.4187931279
7.5,1,1,1,1,1,0.5995409645,0.7755004704,0.6112832388,0.3763458954,0.2783958694,0.4894081317,0.1840073096,0.1309691515,0.08099692271,0.1168233642,0.2324293608,0.4420684787,0.3356670768,0.436767036,0.2916692935,0.1642300207,0.4707100233
8,1,1,1,1,1,0.5992990649,0.7767422767,0.6121682136,0.3747391933,0.2821859154,0.4977088997,0.1895382654,0.1393195964,0.09569579376,0.1282741267,0.2684185805,0.4445663831,0.338263972,0.4548869547,0.3055030094,0.1835790924,0.5172124788
8.5,1,1,1,1,1,0.6007862596,0.7777972479,0.6118530558,0.3750749128,0.2833754085,0.5000368372,0.1940105027,0.1459269545,0.1101730406,0.1395213488,0.3047294962,0.4451354871,0.3411906578,0.4675143452,0.3155153238,0.2039828329,0.5636549914
