time,TNFR,IL1R,CD40,LTB,BAFFR,TRAF2_5,TRAF6,TRAF2_3,Btx,TAK1_TAB,NEMO_IKKa_IKKb,IkBa_release_signal,p50_p65,TNFa,p100,Phenotype_canonical,NIK,IKKa_noncanonical,p100_RelB,p52,BAFF,Phenotype_noncanonical
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1,1,1,1,1,0.130558846,0.1982422631,0.2357292806,0.02711494469,0.03610152946,0.00501976962,0.0003027327656,1.770757887e-05,8.404310709e-07,6.851538138e-07,7.424393154e-07,0.0247137584,0.002204314279,0.0001374838263,8.064651344e-06,7.598654897e-06,2.544315195e-07
1,1,1,1,1,1,0.2234978847,0.3284280615,0.3868643215,0.08045405906,0.1056484264,0.02826097315,0.003453037427,0.0004114995992,4.12056098e-05,3.313249717e-05,3.656765832e-05,0.07356717937,0.01291488292,0.001637606821,0.000197661815,0.0001894821983,1.311270161e-05
1.5,1,1,1,1,1,0.2898310394,0.414963326,0.4842307351,0.137670426,0.1784475977,0.06730405667,0.01224893848,0.002217858594,0.0003501354049,0.0002780406437,0.0003139558408,0.1261101911,0.03210852615,0.006136596781,0.001134441952,0.001110847759,0.0001186211175
2,1,1,1,1,1,0.3376081305,0.4725543821,0.5473096445,0.1899967052,0.2436764177,0.1138322616,0.02700215956,0.006542723136,0.00145004693,0.001137510996,0.001313547653,0.1740405146,0.05663191974,0.01438788669,0.003582970881,0.003598393124,0.0005273095306
2.5,1,1,1,1,1,0.3723171277,0.5114041374,0.5881632103,0.2346149825,0.2981486239,0.1610828744,0.04617945964,0.01390849698,0.004033228769,0.003133660883,0.003701565361,0.2150925729,0.08342531464,0.02627254634,0.008162418211,0.008457410573,0.001582947903
3,1,1,1,1,1,0.3974379237,0.5377965646,0.6148638926,0.271325068,0.3418627461,0.2048849455,0.06771597832,0.02411890153,0.008748123859,0.006716333132,0.008129773039,0.2491221343,0.1103280219,0.04117860122,0.01517710431,0.01625457081,0.003716616082
3.5,1,1,1,1,1,0.4159943169,0.5558216072,0.6323232616,0.3010717165,0.3764310654,0.2434105551,0.08965659759,0.03643623671,0.015986707,0.01212501791,0.01507859428,0.2764394798,0.1356170376,0.05831183416,0.0245883061,0.02725932834,0.007365849816
4,1,1,1,1,1,0.429692897,0.5682832645,0.643800803,0.3247659797,0.4036881099,0.2761095735,0.1106064133,0.05011046298,0.0258940576,0.01932756811,0.0247390114,0.298517001,0.1586226537,0.07685416326,0.03609883757,0.04142141503,0.01289843585
4.5,1,1,1,1,1,0.4401071158,0.5767942396,0.6514534886,0.3436947469,0.4250210445,0.3033193683,0.1296585819,0.06415233308,0.038294195,0.0280980935,0.03703561719,0.3162717796,0.1793019362,0.09625529906,0.04926147381,0.05855201723,0.02058574564
