input,time,model,node,mean,sd,cv
0.1,8.6,bounded_mc,1,0.091393257209,0.0400547583205,0.438268199906
0.1,8.6,linear_mc,1,0.091192905597,0.0462590839471,0.507266257657
0.1,8.6,moment_ode,1,0.0909020084917,0.0486533948416,0.535229041127
0.1,8.6,bounded_mc,2,0.0834963059606,0.0441397888816,0.528643613317
0.1,8.6,linear_mc,2,0.091615364579,0.0633955731805,0.691975341383
0.1,8.6,moment_ode,2,0.0907958092891,0.0644551972241,0.709891764045
0.1,8.7,bounded_mc,1,0.0914859374436,0.0407965580219,0.445932557089
0.1,8.7,linear_mc,1,0.091375582057,0.047455913803,0.519350057583
0.1,8.7,moment_ode,1,0.0909027462379,0.0486544895241,0.535236739678
0.1,8.7,bounded_mc,2,0.0832664824349,0.0445843513564,0.535441753424
0.1,8.7,linear_mc,2,0.0914610830315,0.0651755386343,0.712604054906
0.1,8.7,moment_ode,2,0.0908059518105,0.0644697427833,0.709972655954
0.1,8.8,bounded_mc,1,0.0913467914158,0.0410886220539,0.449809144
0.1,8.8,linear_mc,1,0.0912657430282,0.0479208736179,0.52506967048
0.1,8.8,moment_ode,1,0.090903407136,0.0486554708216,0.535243643275
0.1,8.8,bounded_mc,2,0.083115956541,0.0442685350577,0.532611749897
0.1,8.8,linear_mc,2,0.0911601197382,0.0628133122841,0.689043766775
0.1,8.8,moment_ode,2,0.0908151955647,0.0644830095371,0.71004647555
0.1,8.9,bounded_mc,1,0.0912546189424,0.0411995421295,0.451478978346
0.1,8.9,linear_mc,1,0.0911827449797,0.0479561470428,0.525934452329
0.1,8.9,moment_ode,1,0.0909039991912,0.0486563504449,0.535249833646
0.1,8.9,bounded_mc,2,0.0827234248751,0.0441922897548,0.534217361304
0.1,8.9,linear_mc,2,0.0906762989735,0.0618975081381,0.682620583755
0.1,8.9,moment_ode,2,0.0908236191619,0.064495107464,0.710113823465
0.1,9,bounded_mc,1,0.0912114517271,0.0414253309727,0.454168091706
0.1,9,linear_mc,1,0.0912243220991,0.0490039521828,0.537180776521
0.1,9,moment_ode,1,0.0909045295744,0.0486571389005,0.535255384174
0.1,9,bounded_mc,2,0.0830158879696,0.0446138094487,0.537412904202
0.1,9,linear_mc,2,0.0910820004459,0.0623869802845,0.684953997268
0.1,9,moment_ode,2,0.0908312944523,0.0645061373823,0.710175251506
0.1,9.1,bounded_mc,1,0.0908629513145,0.0410386953559,0.451654879818
0.1,9.1,linear_mc,1,0.0908270232441,0.0486002435522,0.53508572467
0.1,9.1,moment_ode,1,0.0909050047097,0.0486578456136,0.535260360736
0.1,9.1,bounded_mc,2,0.0831557918177,0.0453520080561,0.545386040645
0.1,9.1,linear_mc,2,0.0913580718993,0.0635782098649,0.695923288913
0.1,9.1,moment_ode,2,0.0908382870942,0.0645161916766,0.710231266357
0.1,9.2,bounded_mc,1,0.0906111590476,0.0404118265784,0.445991718935
0.1,9.2,linear_mc,1,0.0904531787681,0.0470776843854,0.520464676052
0.1,9.2,moment_ode,1,0.0909054303522,0.0486584790387,0.535264822466
0.1,9.2,bounded_mc,2,0.0832030004929,0.0454406213678,0.546141618674
0.1,9.2,linear_mc,2,0.0914536171738,0.0641500625988,0.701449156208
0.1,9.2,moment_ode,2,0.0908446570759,0.064525354971,0.710282333028
0.1,9.3,bounded_mc,1,0.090886538111,0.0406436153975,0.447190708792
0.1,9.3,linear_mc,1,0.0907874849712,0.0476161492364,0.524479219261
0.1,9.3,moment_ode,1,0.0909058116573,0.0486590467589,0.535268822442
0.1,9.3,bounded_mc,2,0.0835205851053,0.045512072647,0.544920423984
0.1,9.3,linear_mc,2,0.0918915411151,0.0655763915058,0.713628161091
0.1,9.3,moment_ode,2,0.0908504591956,0.064533704753,0.710328878075
0.1,9.4,bounded_mc,1,0.0906939441887,0.0404669971969,0.446192935581
0.1,9.4,linear_mc,1,0.0905670243518,0.0475052726971,0.524531671843
0.1,9.4,moment_ode,1,0.0909061532434,0.0486595555754,0.535272408295
0.1,9.4,bounded_mc,2,0.0838134111716,0.0458767834574,0.547368050245
0.1,9.4,linear_mc,2,0.0923762067076,0.0673472172828,0.729053721549
0.1,9.4,moment_ode,2,0.0908557435005,0.0645413119503,0.710371292596
0.1,9.5,bounded_mc,1,0.0906034467042,0.0400676422546,0.442230883173
0.1,9.5,linear_mc,1,0.0904419497518,0.047035253866,0.520060149025
0.1,9.5,moment_ode,1,0.0909064592479,0.0486600115876,0.535275622769
0.1,9.5,bounded_mc,2,0.0836472714262,0.0459322719873,0.549118592922
0.1,9.5,linear_mc,2,0.0921982138157,0.0673647272599,0.730651109951
0.1,9.5,moment_ode,2,0.0908605556913,0.0645482414642,0.710409935016
0.1,9.6,bounded_mc,1,0.0904969280426,0.0402717609507,0.44500693915
0.1,9.6,linear_mc,1,0.090342661256,0.0471708535612,0.522132654777
0.1,9.6,moment_ode,1,0.0909067333771,0.0486604202652,0.535278504215
0.1,9.6,bounded_mc,2,0.0836402739054,0.0458522150321,0.54820737536
0.1,9.6,linear_mc,2,0.0921803409545,0.0685810933351,0.743988280202
0.1,9.6,moment_ode,2,0.090864937492,0.0645545526624,0.71044513367
0.1,9.7,bounded_mc,1,0.0912722658723,0.0412309715137,0.451736035253
0.1,9.7,linear_mc,1,0.0913251556438,0.0493191329617,0.540038860203
0.1,9.7,moment_ode,1,0.0909069789515,0.0486607865129,0.535281087043
0.1,9.7,bounded_mc,2,0.0835999522377,0.0460912851068,0.551331476551
0.1,9.7,linear_mc,2,0.0922144375595,0.0696600058264,0.755413226713
0.1,9.7,moment_ode,2,0.0908689269899,0.0645602998338,0.710477189204
0.1,9.8,bounded_mc,1,0.0910697867733,0.0413042939032,0.453545521151
0.1,9.8,linear_mc,1,0.0911267259629,0.0496611361541,0.544967852509
0.1,9.8,moment_ode,1,0.0909071989454,0.0486611147286,0.535283402119
0.1,9.8,bounded_mc,2,0.083335559689,0.0453396428177,0.544061178528
0.1,9.8,linear_mc,2,0.0916654816265,0.0655290361708,0.714871454424
0.1,9.8,moment_ode,2,0.0908725589467,0.0645655326079,0.710506376802
0.1,9.9,bounded_mc,1,0.090889524109,0.0408625512175,0.449584829694
0.1,9.9,linear_mc,1,0.0908510576894,0.0482302526032,0.530871668749
0.1,9.9,moment_ode,1,0.0909073960234,0.0486614088554,0.535285477134
0.1,9.9,bounded_mc,2,0.0839774412826,0.0459784353293,0.547509362361
0.1,9.9,linear_mc,2,0.0924848484154,0.065744313307,0.710865773513
0.1,9.9,moment_ode,2,0.0908758650837,0.0645702963417,0.710532948239
0.1,10,bounded_mc,1,0.0905738101272,0.0405483783548,0.447683257422
0.1,10,linear_mc,1,0.0904794911588,0.0476908737453,0.527090428278
0.1,10,moment_ode,1,0.0909075725727,0.0486616724286,0.535287336924
0.1,10,bounded_mc,2,0.0834720935228,0.0458386510159,0.549149411274
0.1,10,linear_mc,2,0.0918916228107,0.0658875409803,0.71701357496
0.1,10,moment_ode,2,0.0908788743437,0.0645746324759,0.710557133792
0.1,10.1,bounded_mc,1,0.0906582174368,0.0404663391819,0.446361513893
0.1,10.1,linear_mc,1,0.090560380059,0.0475425273641,0.524981535337
0.1,10.1,moment_ode,1,0.0909077307315,0.0486619086177,0.535289003764
0.1,10.1,bounded_mc,2,0.0832115276349,0.0452844073709,0.544208340575
0.1,10.1,linear_mc,2,0.0914966037043,0.0648649360556,0.708932719135
0.1,10.1,moment_ode,2,0.0908816131299,0.0645785788628,0.710579143996
0.1,10.2,bounded_mc,1,0.0906128349135,0.0406762583169,0.448901729603
0.1,10.2,linear_mc,1,0.0905270194853,0.0478003143511,0.528022623775
0.1,10.2,moment_ode,1,0.0909078724156,0.048662120264,0.535290497632
0.1,10.2,bounded_mc,2,0.0835280620157,0.0456695289336,0.546756716623
0.1,10.2,linear_mc,2,0.0918419434597,0.0643636075553,0.700808422936
0.1,10.2,moment_ode,2,0.0908841055257,0.0645821700682,0.710599171271
0.1,10.3,bounded_mc,1,0.090636229946,0.0404588129547,0.446386759233
0.1,10.3,linear_mc,1,0.0905159486972,0.0472341569134,0.521832423934
0.1,10.3,moment_ode,1,0.090907999341,0.0486623099147,0.535291836444
0.1,10.3,bounded_mc,2,0.0833648061904,0.0460530896199,0.552428437423
0.1,10.3,linear_mc,2,0.0917273564848,0.0654873188164,0.713934439255
0.1,10.3,moment_ode,2,0.0908863734949,0.0645854376489,0.710617391423
0.1,10.4,bounded_mc,1,0.090426480874,0.040544715313,0.448372146313
0.1,10.4,linear_mc,1,0.0902726404609,0.0471425717308,0.522224358234
0.1,10.4,moment_ode,1,0.0909081130451,0.048662479853,0.535293036265
0.1,10.4,bounded_mc,2,0.0832408518499,0.0464105546105,0.557545406841
0.1,10.4,linear_mc,2,0.0916783506728,0.066298290151,0.723161898795
0.1,10.4,moment_ode,2,0.0908884370657,0.0645884104074,0.71063396503
0.1,10.5,bounded_mc,1,0.0902633060009,0.0406383174325,0.450219687633
0.1,10.5,linear_mc,1,0.090096054708,0.0471164892237,0.52295840674
0.1,10.5,moment_ode,1,0.0909082149052,0.0486626321257,0.5352941115
0.1,10.5,bounded_mc,2,0.0833357270577,0.0463421597588,0.556089943594
0.1,10.5,linear_mc,2,0.0917903076873,0.0666432188451,0.726037645197
0.1,10.5,moment_ode,2,0.0908903144989,0.0645911146267,0.71064903871
0.1,10.6,bounded_mc,1,0.0906667074943,0.0403790415912,0.445356875827
0.1,10.6,linear_mc,1,0.0905000717501,0.0467275760759,0.516326398115
0.1,10.6,moment_ode,1,0.0909083061549,0.0486627685672,0.535295075064
0.1,10.6,bounded_mc,2,0.0830407498686,0.0455028091212,0.547957589414
0.1,10.6,linear_mc,2,0.0912459416232,0.0637608702262,0.698780341262
0.1,10.6,moment_ode,2,0.0908920224415,0.0645935742851,0.7106627463
0.1,10.7,bounded_mc,1,0.0905880708693,0.0406183875846,0.448385611867
0.1,10.7,linear_mc,1,0.0904516219362,0.0473186374812,0.523137523334
0.1,10.7,moment_ode,1,0.0909083878995,0.0486628908218,0.53529593854
0.1,10.7,bounded_mc,2,0.0828047556682,0.0456506437009,0.551304612067
0.1,10.7,linear_mc,2,0.0910084987145,0.0638684907324,0.701786004983
0.1,10.7,moment_ode,2,0.0908935760673,0.0645958112534,0.710675209936
0.1,10.8,bounded_mc,1,0.0902174038378,0.0404207768762,0.448037464577
0.1,10.8,linear_mc,1,0.0900374523175,0.0470986325648,0.523100458226
0.1,10.8,moment_ode,1,0.0909084611291,0.0486630003633,0.535296712307
0.1,10.8,bounded_mc,2,0.082670720646,0.0462731109927,0.559727925814
0.1,10.8,linear_mc,2,0.0910170381231,0.065781203486,0.722735048762
0.1,10.8,moment_ode,2,0.0908949892058,0.0645978454766,0.710686541041
0.1,10.9,bounded_mc,1,0.0902373107697,0.0402581153954,0.446136027903
0.1,10.9,linear_mc,1,0.090057804867,0.0471050610572,0.523053622357
0.1,10.9,moment_ode,1,0.0909085267307,0.0486630985126,0.535297405674
0.1,10.9,bounded_mc,2,0.0823860026197,0.0460041676865,0.558397861574
0.1,10.9,linear_mc,2,0.0906755903593,0.0658425797401,0.726133455313
0.1,10.9,moment_ode,2,0.0908962744594,0.0645996951392,0.710696841245
0.1,11,bounded_mc,1,0.0908432221041,0.0407593281537,0.448677702196
0.1,11,linear_mc,1,0.090789109142,0.0482190811349,0.531110852288
0.1,11,moment_ode,1,0.0909085854988,0.0486631864535,0.535298026985
0.1,11,bounded_mc,2,0.0826902209213,0.046787413596,0.565815559261
0.1,11,linear_mc,2,0.0911707448683,0.067280574531,0.737962321446
0.1,11,moment_ode,2,0.0908974433112,0.0646013768178,0.710706203216
0.1,11.1,bounded_mc,1,0.0910260787017,0.0409205814475,0.449547888156
0.1,11.1,linear_mc,1,0.0910222877284,0.0487097461149,0.535140868578
0.1,11.1,moment_ode,1,0.0909086381453,0.048663265247,0.535298583719
0.1,11.1,bounded_mc,2,0.0825675970419,0.0462772977421,0.560477710386
0.1,11.1,linear_mc,2,0.0909609107776,0.0658997312387,0.724484074261
0.1,11.1,moment_ode,2,0.0908985062232,0.0646029056203,0.710714711434
0.1,11.2,bounded_mc,1,0.0903667440739,0.040322109561,0.446205182828
0.1,11.2,linear_mc,1,0.090248193648,0.0478716881127,0.530444834158
0.1,11.2,moment_ode,1,0.0909086853078,0.0486633358438,0.53529908258
0.1,11.2,bounded_mc,2,0.0828871709119,0.045708248349,0.551451423014
0.1,11.2,linear_mc,2,0.0912298705991,0.0648848787058,0.711224057205
0.1,11.2,moment_ode,2,0.0908994727256,0.0646042953136,0.710722442897
0.1,11.3,bounded_mc,1,0.0900561103777,0.0398759295492,0.442789827164
0.1,11.3,linear_mc,1,0.089874615273,0.0475319529276,0.528869612218
0.1,11.3,moment_ode,1,0.0909087275576,0.0486633990961,0.535299529578
0.1,11.3,bounded_mc,2,0.0827644149842,0.0454766899483,0.549471532626
0.1,11.3,linear_mc,2,0.0910973878452,0.0654572373124,0.718541320017
0.1,11.3,moment_ode,2,0.0909003514994,0.0646055584406,0.710729467763
0.1,11.4,bounded_mc,1,0.0900033569732,0.0398662668202,0.44294199862
0.1,11.4,linear_mc,1,0.0898441807752,0.0483112136054,0.537722234079
0.1,11.4,moment_ode,1,0.0909087654065,0.0486634557675,0.5352999301
0.1,11.4,bounded_mc,2,0.0823708048591,0.0451145657486,0.547700921774
0.1,11.4,linear_mc,2,0.0905420769184,0.064277839362,0.709922298556
0.1,11.4,moment_ode,2,0.0909011504506,0.064606706427,0.710735849951
0.1,11.5,bounded_mc,1,0.0902723478093,0.0404580383818,0.448177535686
0.1,11.5,linear_mc,1,0.0902060298625,0.0490425478332,0.543672611553
0.1,11.5,moment_ode,1,0.0909087993127,0.0486635065422,0.535300288973
0.1,11.5,bounded_mc,2,0.0818012499529,0.0443711217846,0.542425963052
0.1,11.5,linear_mc,2,0.0897473960931,0.0626099543823,0.697624188643
0.1,11.5,moment_ode,2,0.0909018767792,0.0646077496792,0.710741647679
0.1,11.6,bounded_mc,1,0.0903319462982,0.040779245311,0.45143769156
0.1,11.6,linear_mc,1,0.090282774203,0.0487288407366,0.539735748783
0.1,11.6,moment_ode,1,0.0909088296871,0.0486635520335,0.535300610524
0.1,11.6,bounded_mc,2,0.0819398108371,0.0445649859745,0.54387465042
0.1,11.6,linear_mc,2,0.0899222160832,0.0629633032126,0.700197414556
0.1,11.6,moment_ode,2,0.0909025370412,0.0646086976735,0.710746913964
0.1,11.7,bounded_mc,1,0.0905429144146,0.0405637515695,0.448005808426
0.1,11.7,linear_mc,1,0.0904561277337,0.0477435719338,0.527809150468
0.1,11.7,moment_ode,1,0.0909088568975,0.0486635927909,0.535300898632
0.1,11.7,bounded_mc,2,0.0817716442273,0.0441837983369,0.540331538572
0.1,11.7,linear_mc,2,0.0896870828208,0.0627106015058,0.699215533982
0.1,11.7,moment_ode,2,0.0909031372056,0.0646095590385,0.710751697077
0.1,11.8,bounded_mc,1,0.0905102157435,0.0409071763062,0.451961979874
0.1,11.8,linear_mc,1,0.0904681888332,0.0484882508751,0.53597017361
0.1,11.8,moment_ode,1,0.0909088812735,0.0486636293066,0.535301156772
0.1,11.8,bounded_mc,2,0.0818909779217,0.0445696054229,0.544255381411
0.1,11.8,linear_mc,2,0.0898944117243,0.0633301939356,0.704495337595
0.1,11.8,moment_ode,2,0.0909036827067,0.0646103416293,0.71075604096
0.1,11.9,bounded_mc,1,0.0905074182102,0.0409525478792,0.452477252021
0.1,11.9,linear_mc,1,0.0904911348022,0.0488832092435,0.540198875286
0.1,11.9,moment_ode,1,0.0909089031104,0.048663662022,0.53530138806
0.1,11.9,bounded_mc,2,0.0819560798091,0.0442794281639,0.540282408176
0.1,11.9,linear_mc,2,0.0898922625312,0.0627616430065,0.698187377192
0.1,11.9,moment_ode,2,0.0909041784911,0.0646110525959,0.710759985607
0.1,12,bounded_mc,1,0.0905766024985,0.0410929027313,0.453681211238
0.1,12,linear_mc,1,0.0906006161379,0.0494951048538,0.546299870394
0.1,12,moment_ode,1,0.0909089226726,0.0486636913323,0.535301595286
0.1,12,bounded_mc,2,0.0820409436132,0.044865745077,0.546870173611
0.1,12,linear_mc,2,0.0901084248372,0.0642779858359,0.713340466799
0.1,12,moment_ode,2,0.0909046290615,0.064611698446,0.710763567412
0.1,12.1,bounded_mc,1,0.0906521782928,0.0409491213554,0.451716904398
0.1,12.1,linear_mc,1,0.0906773322045,0.049334574711,0.544067337576
0.1,12.1,moment_ode,1,0.0909089401971,0.0486637175919,0.535301780951
0.1,12.1,bounded_mc,2,0.0815705326791,0.0440479588637,0.539998421206
0.1,12.1,linear_mc,2,0.0894438943087,0.062557088743,0.699400324935
0.1,12.1,moment_ode,2,0.0909050385156,0.0646122851014,0.71076681949
0.1,12.2,bounded_mc,1,0.0908027751728,0.0408616628426,0.450004559495
0.1,12.2,linear_mc,1,0.0908017869686,0.0488241183793,0.537699972757
0.1,12.2,moment_ode,1,0.0909089558962,0.0486637411182,0.535301947299
0.1,12.2,bounded_mc,2,0.0815873044603,0.0440513520114,0.539929003695
0.1,12.2,linear_mc,2,0.0894658194468,0.0631556323944,0.70591911844
0.1,12.2,moment_ode,2,0.0909054105828,0.0646128179504,0.710769771966
0.1,12.3,bounded_mc,1,0.0907863087205,0.0404624634976,0.445689047918
0.1,12.3,linear_mc,1,0.0907210255971,0.0477456004049,0.526290351004
0.1,12.3,moment_ode,1,0.0909089699599,0.0486637621954,0.535302096338
0.1,12.3,bounded_mc,2,0.0817837353497,0.0443973195085,0.542862456926
0.1,12.3,linear_mc,2,0.0897200208284,0.0629659358595,0.701804739658
0.1,12.3,moment_ode,2,0.0909057486566,0.0646133018954,0.71077245224
0.1,12.4,bounded_mc,1,0.0910545787589,0.0406494007283,0.44642895813
0.1,12.4,linear_mc,1,0.0910118006428,0.0477646515747,0.524818223981
0.1,12.4,moment_ode,1,0.0909089825587,0.0486637810786,0.535302229867
0.1,12.4,bounded_mc,2,0.0815850875281,0.0439164492748,0.538290153328
0.1,12.4,linear_mc,2,0.0894247849534,0.0619953471453,0.693268059606
0.1,12.4,moment_ode,2,0.0909060558245,0.0646137413956,0.710774885232
0.1,12.5,bounded_mc,1,0.0911122925598,0.0408520097722,0.448369902946
0.1,12.5,linear_mc,1,0.0910933956905,0.0481673079239,0.528768387201
0.1,12.5,moment_ode,1,0.0909089938451,0.048663797996,0.5353023495
0.1,12.5,bounded_mc,2,0.0817633762795,0.0435073136428,0.532112488776
0.1,12.5,linear_mc,2,0.089555634613,0.0612170385492,0.683564343145
0.1,12.5,moment_ode,2,0.0909063348959,0.0646141405073,0.710777093602
0.1,12.6,bounded_mc,1,0.091193800455,0.0408257860524,0.447681595116
0.1,12.6,linear_mc,1,0.0911774606543,0.0483217055751,0.529974241752
0.1,12.6,moment_ode,1,0.0909090039558,0.0486638131521,0.535302456683
0.1,12.6,bounded_mc,2,0.0813756687715,0.0431569590031,0.530342295857
0.1,12.6,linear_mc,2,0.0889688235793,0.0594709576848,0.668447162638
0.1,12.6,moment_ode,2,0.0909065884263,0.0646145029196,0.710779097953
0.1,12.7,bounded_mc,1,0.0915930283841,0.0406513962615,0.443826314936
0.1,12.7,linear_mc,1,0.0915949957856,0.0482055856357,0.526290603785
0.1,12.7,moment_ode,1,0.0909090130134,0.0486638267304,0.53530255271
0.1,12.7,bounded_mc,2,0.0815488319195,0.0433952551027,0.532138279375
0.1,12.7,linear_mc,2,0.0891686450611,0.0596303104488,0.668736307566
0.1,12.7,moment_ode,2,0.0909068187404,0.0646148319871,0.710780917013
0.1,12.8,bounded_mc,1,0.091510077573,0.0408057703142,0.4459155909
0.1,12.8,linear_mc,1,0.0915217403546,0.0486145969034,0.531180861673
0.1,12.8,moment_ode,1,0.0909090211275,0.048663838895,0.535302638742
0.1,12.8,bounded_mc,2,0.081568607491,0.043808304366,0.537073093603
0.1,12.8,linear_mc,2,0.0892525801384,0.0605128360983,0.677995370043
0.1,12.8,moment_ode,2,0.0909070279527,0.0646151307601,0.710782567809
0.1,12.9,bounded_mc,1,0.0911511121765,0.0400606946618,0.439497595863
0.1,12.9,linear_mc,1,0.091027148623,0.0468839422851,0.515054497415
0.1,12.9,moment_ode,1,0.0909090283963,0.0486638497931,0.535302715819
0.1,12.9,bounded_mc,2,0.0816988240931,0.0441736520127,0.540688957315
0.1,12.9,linear_mc,2,0.0894858068061,0.0614828494835,0.687068169556
0.1,12.9,moment_ode,2,0.0909072179863,0.0646154020121,0.710784065814
0.1,13,bounded_mc,1,0.0912218353964,0.0403822189461,0.44268150022
0.1,13,linear_mc,1,0.0911281365721,0.0471810543348,0.517744092106
0.1,13,moment_ode,1,0.090909034908,0.0486638595564,0.535302784873
0.1,13,bounded_mc,2,0.0816559701113,0.044263717724,0.542075706941
0.1,13,linear_mc,2,0.089434777271,0.0613325616182,0.685779777059
0.1,13,moment_ode,2,0.0909073905903,0.0646156482644,0.710785425089
0.1,13.1,bounded_mc,1,0.0913373006237,0.040152251217,0.439604093211
0.1,13.1,linear_mc,1,0.0912320479677,0.0471972622015,0.517332047815
0.1,13.1,moment_ode,1,0.0909090407414,0.0486638683032,0.535302846739
0.1,13.1,bounded_mc,2,0.0815404490984,0.0441474831428,0.541418199568
0.1,13.1,linear_mc,2,0.0893185141321,0.0616181745709,0.689870125692
0.1,13.1,moment_ode,2,0.0909075473551,0.0646158718089,0.710786658411
0.1,13.2,bounded_mc,1,0.091676213471,0.0408129285938,0.445185583573
0.1,13.2,linear_mc,1,0.0916586809416,0.0479076858419,0.522674833957
0.1,13.2,moment_ode,1,0.0909090459672,0.0486638761392,0.535302902164
0.1,13.2,bounded_mc,2,0.0820371581768,0.0443543322833,0.540661491317
0.1,13.2,linear_mc,2,0.0899430699362,0.0625785613675,0.695757454264
0.1,13.2,moment_ode,2,0.0909076897269,0.0646160747287,0.710787777391
0.1,13.3,bounded_mc,1,0.09164312479,0.0409327042534,0.446653301568
0.1,13.3,linear_mc,1,0.0916627031339,0.0487664839335,0.532021010359
0.1,13.3,moment_ode,1,0.0909090506486,0.0486638831593,0.53530295182
0.1,13.3,bounded_mc,2,0.0820437128992,0.0437890078815,0.53372776943
0.1,13.3,linear_mc,2,0.0898108723749,0.061312271929,0.682682066299
0.1,13.3,moment_ode,2,0.0909078190208,0.0646162589173,0.710788792574
0.1,13.4,bounded_mc,1,0.0915515536663,0.0405554921912,0.442979835591
0.1,13.4,linear_mc,1,0.0915160563604,0.0479235902537,0.523663192664
0.1,13.4,moment_ode,1,0.0909090548424,0.0486638894484,0.535302996305
0.1,13.4,bounded_mc,2,0.0822219490059,0.0438032274484,0.532743725709
0.1,13.4,linear_mc,2,0.0899967625999,0.0616133778227,0.684617713379
0.1,13.4,moment_ode,2,0.0909079364322,0.0646164260952,0.710789713541
0.1,13.5,bounded_mc,1,0.0916121927713,0.0407531289436,0.444843941737
0.1,13.5,linear_mc,1,0.091615583171,0.0484548869355,0.528893505432
0.1,13.5,moment_ode,1,0.0909090585993,0.0486638950826,0.53530303616
0.1,13.5,bounded_mc,2,0.082012907702,0.0433457927627,0.528524033317
0.1,13.5,linear_mc,2,0.0896451916441,0.0599799376252,0.669081481396
0.1,13.5,moment_ode,2,0.090908043048,0.064616577826,0.710790548994
0.1,13.6,bounded_mc,1,0.0916808568908,0.0405979989178,0.442818711502
0.1,13.6,linear_mc,1,0.0916704561451,0.0483480493331,0.527411462386
0.1,13.6,moment_ode,1,0.0909090619649,0.0486639001301,0.535303071864
0.1,13.6,bounded_mc,2,0.0822429007601,0.0441720763929,0.537092879563
0.1,13.6,linear_mc,2,0.0900850928117,0.0622782916739,0.691327385366
0.1,13.6,moment_ode,2,0.0909081398562,0.0646167155305,0.710791306836
0.1,13.7,bounded_mc,1,0.0918480496918,0.0407104459494,0.443236912335
0.1,13.7,linear_mc,1,0.0918539118123,0.0482914673204,0.525742087273
0.1,13.7,moment_ode,1,0.0909090649799,0.048663904652,0.535303103851
0.1,13.7,bounded_mc,2,0.08184461869,0.0437313114838,0.534321158603
0.1,13.7,linear_mc,2,0.0895518849323,0.0612866929767,0.684370775926
0.1,13.7,moment_ode,2,0.0909082277549,0.0646168404993,0.710791994246
0.1,13.8,bounded_mc,1,0.0911055200858,0.0403332657214,0.442709351567
0.1,13.8,linear_mc,1,0.0910253087238,0.0480983294357,0.528406111553
0.1,13.8,moment_ode,1,0.0909090676808,0.0486639087029,0.535303132508
0.1,13.8,bounded_mc,2,0.082041945751,0.0437539778825,0.533312289
0.1,13.8,linear_mc,2,0.0897398457803,0.0605656684819,0.674902747551
0.1,13.8,moment_ode,2,0.0909083075604,0.0646169539052,0.71079261774
0.1,13.9,bounded_mc,1,0.091223108359,0.0408940191295,0.448285745412
0.1,13.9,linear_mc,1,0.0912241885115,0.0490684238937,0.537888302372
0.1,13.9,moment_ode,1,0.0909090701004,0.048663912332,0.535303158181
0.1,13.9,bounded_mc,2,0.0823756085026,0.0442964292953,0.537737202802
0.1,13.9,linear_mc,2,0.0902122139166,0.0616138839656,0.682988270553
0.1,13.9,moment_ode,2,0.0909083800146,0.0646170568134,0.710793183236
0.1,14,bounded_mc,1,0.0909219628699,0.0406174151106,0.446728313254
0.1,14,linear_mc,1,0.0908670112218,0.0486955636331,0.535899255168
0.1,14,moment_ode,1,0.090909072268,0.0486639155832,0.535303181181
0.1,14,bounded_mc,2,0.0824989225968,0.0446012347135,0.540628087126
0.1,14,linear_mc,2,0.0904154618314,0.0623815201946,0.689943057648
0.1,14,moment_ode,2,0.0909084457917,0.0646171501917,0.710793696108
0.1,14.1,bounded_mc,1,0.0904381017682,0.0405246088063,0.448092209079
0.1,14.1,linear_mc,1,0.0903281899261,0.0481583768166,0.533148919026
0.1,14.1,moment_ode,1,0.0909090742097,0.0486639184958,0.535303201785
0.1,14.1,bounded_mc,2,0.082734645668,0.0449291509746,0.543051228562
0.1,14.1,linear_mc,2,0.0908043256541,0.0640923647605,0.705829422759
0.1,14.1,moment_ode,2,0.0909085055044,0.064617234919,0.710794161233
0.1,14.2,bounded_mc,1,0.0906411710849,0.040611204665,0.448043688966
0.1,14.2,linear_mc,1,0.0905438101832,0.0481202275642,0.531457948001
0.1,14.2,moment_ode,1,0.0909090759492,0.0486639211051,0.535303220244
0.1,14.2,bounded_mc,2,0.0824511952464,0.0443138324695,0.537455307193
0.1,14.2,linear_mc,2,0.0903413710115,0.0625738127212,0.692637404332
0.1,14.2,moment_ode,2,0.0909085597095,0.0646173117934,0.710794583039
0.1,14.3,bounded_mc,1,0.0908459948208,0.0409562169666,0.450831289232
0.1,14.3,linear_mc,1,0.0908392796141,0.0490982559532,0.540495875372
0.1,14.3,moment_ode,1,0.0909090775075,0.0486639234426,0.535303236781
0.1,14.3,bounded_mc,2,0.0826676856585,0.0442008700556,0.534681353464
0.1,14.3,linear_mc,2,0.0905609669903,0.0617692943721,0.68207414767
0.1,14.3,moment_ode,2,0.090908608913,0.0646173815401,0.710794965546
0.1,14.4,bounded_mc,1,0.091197537086,0.0416570693144,0.456778446496
0.1,14.4,linear_mc,1,0.0913427958929,0.0506342751512,0.55433244249
0.1,14.4,moment_ode,1,0.0909090789035,0.0486639255367,0.535303251596
0.1,14.4,bounded_mc,2,0.0826485079982,0.0445175953764,0.538637616754
0.1,14.4,linear_mc,2,0.0905775665262,0.0617605621721,0.6818527428
0.1,14.4,moment_ode,2,0.0909086535744,0.0646174448174,0.710795312402
0.1,14.5,bounded_mc,1,0.091358802696,0.0407420992086,0.445957017893
0.1,14.5,linear_mc,1,0.0913559561909,0.0483471480514,0.529217251587
0.1,14.5,moment_ode,1,0.0909090801541,0.0486639274127,0.535303264868
0.1,14.5,bounded_mc,2,0.0827687393602,0.0449498775637,0.543077953237
0.1,14.5,linear_mc,2,0.090820838609,0.0632085624146,0.69596981687
