input,time,model,node,mean,sd,cv
0.03,2.2,moment_ode,2,0.0190281585347,0.0106487114054,0.559629108933
0.03,2.3,bounded_mc,1,0.02669415785,0.0125398248719,0.469759148887
0.03,2.3,linear_mc,1,0.0266994457364,0.0130839572073,0.490046023297
0.03,2.3,moment_ode,1,0.0264007498905,0.0130633962664,0.494811561057
0.03,2.3,bounded_mc,2,0.0192496036641,0.0104060477734,0.540585040345
0.03,2.3,linear_mc,2,0.0195540293473,0.0110752454959,0.566391984954
0.03,2.3,moment_ode,2,0.019716159928,0.0112233832346,0.569247930408
0.03,2.4,bounded_mc,1,0.0269340470632,0.012865654985,0.477672551577
0.03,2.4,linear_mc,1,0.0269415940689,0.0134538795665,0.499372068782
0.03,2.4,moment_ode,1,0.0266674992716,0.0133341103861,0.500013527715
0.03,2.4,bounded_mc,2,0.019967399637,0.0110466769744,0.553235632842
0.03,2.4,linear_mc,2,0.0203049871526,0.0118355169622,0.582887192849
0.03,2.4,moment_ode,2,0.0203654043228,0.0117792566156,0.578395421416
0.03,2.5,bounded_mc,1,0.0272292943227,0.0133525240192,0.490373487501
0.03,2.5,linear_mc,1,0.027246023864,0.0140121093829,0.51428088931
0.03,2.5,moment_ode,1,0.0269081410835,0.013583759109,0.504819677689
0.03,2.5,bounded_mc,2,0.0205322605773,0.0112126893965,0.546101066384
0.03,2.5,linear_mc,2,0.0208858813177,0.0119886960028,0.574009581901
0.03,2.5,moment_ode,2,0.0209769652582,0.012315408724,0.58709201128
0.03,2.6,bounded_mc,1,0.0274385985624,0.0136214516144,0.4964339408
0.03,2.6,linear_mc,1,0.0274586388401,0.0143860310018,0.523916392419
0.03,2.6,moment_ode,1,0.027125230553,0.0138137379198,0.509257898946
0.03,2.6,bounded_mc,2,0.0211400783421,0.0116539865547,0.551274520656
0.03,2.6,linear_mc,2,0.0215203865261,0.0124491339956,0.578480966434
0.03,2.6,moment_ode,2,0.021552070019,0.0128311709654,0.595356777984
0.03,2.7,bounded_mc,1,0.0275565062583,0.0135300853248,0.490994221037
0.03,2.7,linear_mc,1,0.027566261092,0.0142541362554,0.517086310975
0.03,2.7,moment_ode,1,0.0273210728191,0.0140253862263,0.513354154104
0.03,2.7,bounded_mc,2,0.0217265981801,0.0122130979588,0.562126562917
0.03,2.7,linear_mc,2,0.0221388165793,0.0131248863427,0.592844983185
0.03,2.7,moment_ode,2,0.0220920599582,0.0133260998704,0.603207663551
0.03,2.8,bounded_mc,1,0.0276734646611,0.0133420164382,0.482123095233
0.03,2.8,linear_mc,1,0.027669249651,0.0139684409619,0.504836276304
0.03,2.8,moment_ode,1,0.0274977474098,0.014219983075,0.517132653196
0.03,2.8,bounded_mc,2,0.0222072589244,0.0126781344333,0.570900464416
0.03,2.8,linear_mc,2,0.0226470078124,0.0136862414637,0.604328906363
0.03,2.8,moment_ode,2,0.0225983570473,0.0137999499648,0.610661648362
0.03,2.9,bounded_mc,1,0.0278483413149,0.0133648935428,0.479917040362
0.03,2.9,linear_mc,1,0.0278394042987,0.0139950969682,0.502708205176
0.03,2.9,moment_ode,1,0.0276571303237,0.0143987445307,0.520615998918
0.03,2.9,bounded_mc,2,0.022667360038,0.0130433950907,0.575426298819
0.03,2.9,linear_mc,2,0.0231308981136,0.0141687419493,0.612546122493
0.03,2.9,moment_ode,2,0.023072435821,0.0142526486566,0.617734892284
0.03,3,bounded_mc,1,0.028108284573,0.0136980456191,0.487331255793
0.03,3,linear_mc,1,0.0281064041736,0.014356796042,0.510801593592
0.03,3,moment_ode,1,0.0278009139494,0.0145628223779,0.523825310363
0.03,3,bounded_mc,2,0.0231199446816,0.0134409374337,0.581356816326
0.03,3,linear_mc,2,0.023607450539,0.0146146423397,0.619069065315
0.03,3,moment_ode,2,0.0235157999861,0.0146842731343,0.624442848765
0.03,3.1,bounded_mc,1,0.0283203190423,0.0139462349425,0.492446251107
0.03,3.1,linear_mc,1,0.028323423362,0.0146526153066,0.517332072444
0.03,3.1,moment_ode,1,0.0279306250365,0.014713303869,0.526780329828
0.03,3.1,bounded_mc,2,0.0235449995673,0.0137097494071,0.582278600936
0.03,3.1,linear_mc,2,0.0240517270606,0.0148814736037,0.618727859592
0.03,3.1,moment_ode,2,0.0239299630574,0.0150950292352,0.630800356815
0.03,3.2,bounded_mc,1,0.028561725293,0.0141452140215,0.495250685188
0.03,3.2,linear_mc,1,0.0285680661564,0.0148379665149,0.519389952183
0.03,3.2,moment_ode,1,0.0280476409069,0.0148512122929,0.529499516277
0.03,3.2,bounded_mc,2,0.0239885732176,0.014254304664,0.594212274934
0.03,3.2,linear_mc,2,0.024528710042,0.0155077126542,0.632226995537
0.03,3.2,moment_ode,2,0.0243164324585,0.015485232216,0.636821714797
0.03,3.3,bounded_mc,1,0.028721119714,0.0143139925995,0.498378640598
0.03,3.3,linear_mc,1,0.0287310424273,0.0150778249214,0.524792128915
0.03,3.3,moment_ode,1,0.0281532040799,0.01497750818,0.532000128207
0.03,3.3,bounded_mc,2,0.0243692722426,0.0145318223037,0.596317450888
0.03,3.3,linear_mc,2,0.0249317191978,0.0158369556849,0.635213141913
0.03,3.3,moment_ode,2,0.0246766966012,0.0158552893421,0.642520739236
0.03,3.4,bounded_mc,1,0.0287685586063,0.0141036041516,0.490243683897
0.03,3.4,linear_mc,1,0.0287666714297,0.0147934810263,0.514257656208
0.03,3.4,moment_ode,1,0.0282484354657,0.0150930909922,0.534298298059
0.03,3.4,bounded_mc,2,0.0246040616557,0.0146521655985,0.595518162958
0.03,3.4,linear_mc,2,0.0251781501137,0.0159948926708,0.635268778624
0.03,3.4,moment_ode,2,0.0250122145154,0.0162056841982,0.647910811267
0.03,3.5,bounded_mc,1,0.0288963868869,0.0144090935216,0.498646892359
0.03,3.5,linear_mc,1,0.0289018429812,0.0151718169481,0.524942888866
0.03,3.5,moment_ode,1,0.0283343462676,0.0151988011761,0.536409099847
0.03,3.5,bounded_mc,2,0.0247952973935,0.0148459704447,0.598741374587
0.03,3.5,linear_mc,2,0.0253831087446,0.0162913500885,0.641818551557
0.03,3.5,moment_ode,2,0.0253244076583,0.0165369626168,0.653004912888
0.03,3.6,bounded_mc,1,0.0288269765289,0.014419708873,0.500215791226
0.03,3.6,linear_mc,1,0.028827374262,0.0152239193241,0.528106347313
0.03,3.6,moment_ode,1,0.0284118487192,0.0152954224777,0.538346611262
0.03,3.6,bounded_mc,2,0.025214471926,0.0150959055602,0.598700048311
0.03,3.6,linear_mc,2,0.0258276624394,0.0165932714763,0.642461218285
0.03,3.6,moment_ode,2,0.0256146535778,0.0168497201167,0.657815654836
0.03,3.7,bounded_mc,1,0.0289015905657,0.0144705762746,0.500684425715
0.03,3.7,linear_mc,1,0.0289005241582,0.0152735888436,0.528488298691
0.03,3.7,moment_ode,1,0.0284817657714,0.0153836844372,0.540123971268
0.03,3.7,bounded_mc,2,0.0254265545541,0.015390518733,0.605293127714
0.03,3.7,linear_mc,2,0.0260611926169,0.0170433885825,0.653975772832
0.03,3.7,moment_ode,2,0.0258842811495,0.0171445907438,0.662355297593
0.03,3.8,bounded_mc,1,0.0287754794563,0.0147074880693,0.51111183366
0.03,3.8,linear_mc,1,0.0287775436783,0.0156344459374,0.54328632465
0.03,3.8,moment_ode,1,0.0285448398301,0.0154642649984,0.541753433912
0.03,3.8,bounded_mc,2,0.0257501628978,0.0158221541824,0.614448702527
0.03,3.8,linear_mc,2,0.0264161825556,0.0177168131665,0.670680297172
0.03,3.8,moment_ode,2,0.0261345671418,0.0174222372068,0.66663576681
0.03,3.9,bounded_mc,1,0.0287206175354,0.0146896949472,0.511468631518
0.03,3.9,linear_mc,1,0.0287187339574,0.0156246775822,0.544058718096
0.03,3.9,moment_ode,1,0.0286017406397,0.0155377931785,0.543246418959
0.03,3.9,bounded_mc,2,0.026010239411,0.0158027592756,0.607559162601
0.03,3.9,linear_mc,2,0.0266878035409,0.0177652363391,0.665668731857
0.03,3.9,moment_ode,2,0.0263667338974,0.0176833422033,0.67066866424
0.03,4,bounded_mc,1,0.0286017921083,0.0145008780478,0.506991939278
0.03,4,linear_mc,1,0.0285860686249,0.0152928680191,0.534976257833
0.03,4,moment_ode,1,0.0286530723949,0.0156048517551,0.544613559763
0.03,4,bounded_mc,2,0.0260026337528,0.0159033635392,0.611605873864
0.03,4,linear_mc,2,0.0266844685103,0.0177968820998,0.666937851616
0.03,4,moment_ode,2,0.0265819479481,0.0179286008353,0.674465275093
0.03,4.1,bounded_mc,1,0.0284265979151,0.0145629526773,0.512300230961
0.03,4.1,linear_mc,1,0.028407017186,0.0153592972816,0.540686731769
0.03,4.1,moment_ode,1,0.0286993801558,0.0156659799372,0.545864748719
0.03,4.1,bounded_mc,2,0.0261121541259,0.0159422462361,0.610529723409
0.03,4.1,linear_mc,2,0.0267964379907,0.0178102222857,0.664648872057
0.03,4.1,moment_ode,2,0.0267813194033,0.0181587140183,0.678036572615
0.03,4.2,bounded_mc,1,0.0284851954576,0.0146089491668,0.512861117227
0.03,4.2,linear_mc,1,0.0284665032519,0.0153821890097,0.540361029718
0.03,4.2,moment_ode,1,0.0287411556361,0.0157216759919,0.547009180526
0.03,4.2,bounded_mc,2,0.026106480892,0.0158232133232,0.6061028826
0.03,4.2,linear_mc,2,0.0267815333309,0.0175163200158,0.654044703092
0.03,4.2,moment_ode,2,0.0269659019766,0.0183743827928,0.681393220548
0.03,4.3,bounded_mc,1,0.028477329723,0.0145105015197,0.509545721484
0.03,4.3,linear_mc,1,0.0284534162857,0.0152922852752,0.537449883756
0.03,4.3,moment_ode,1,0.0287788424236,0.0157723998078,0.548055393461
0.03,4.3,bounded_mc,2,0.0263930533689,0.0160346582164,0.607533277497
0.03,4.3,linear_mc,2,0.027085333578,0.0177486724461,0.655287201653
0.03,4.3,moment_ode,2,0.0271366935331,0.0185763034523,0.684545574045
0.03,4.4,bounded_mc,1,0.0285131194671,0.0146059294161,0.512252944927
0.03,4.4,linear_mc,1,0.0284932359251,0.0154466492207,0.54211635566
0.03,4.4,moment_ode,1,0.0288128406912,0.0158185753776,0.549011308782
0.03,4.4,bounded_mc,2,0.0265150265448,0.0162633172945,0.613362285985
0.03,4.4,linear_mc,2,0.0272206719151,0.0180118652858,0.661698041179
0.03,4.4,moment_ode,2,0.0272946370557,0.0187651634071,0.687503679525
0.03,4.5,bounded_mc,1,0.0284626476017,0.014298854508,0.502372608063
0.03,4.5,linear_mc,1,0.0284298584159,0.0150541145972,0.529517747748
0.03,4.5,moment_ode,1,0.0288435114455,0.0158605931883,0.549884268367
0.03,4.5,bounded_mc,2,0.0265596898646,0.0162907363723,0.613363200225
0.03,4.5,linear_mc,2,0.0272643050256,0.0180088783268,0.660529520556
0.03,4.5,moment_ode,2,0.0274406219456,0.0189416377099,0.690277273869
0.03,4.6,bounded_mc,1,0.0286004508445,0.0143833546905,0.502906571953
0.03,4.6,linear_mc,1,0.0285717459674,0.0151679498602,0.530872347722
0.03,4.6,moment_ode,1,0.0288711803602,0.0158988125119,0.550681070656
0.03,4.6,bounded_mc,2,0.0266940860352,0.0165915639686,0.621544560345
0.03,4.6,linear_mc,2,0.0274181510426,0.0184488955706,0.672871614935
0.03,4.6,moment_ode,2,0.0275754855824,0.0191063861727,0.692875783299
0.03,4.7,bounded_mc,1,0.0287211090879,0.014678526066,0.511071004293
0.03,4.7,linear_mc,1,0.0287037563262,0.0155596262081,0.542076306366
0.03,4.7,moment_ode,1,0.0288961412345,0.0159335635894,0.551408004968
0.03,4.7,bounded_mc,2,0.0268623909583,0.0169596147299,0.631351645363
0.03,4.7,linear_mc,2,0.0276090003757,0.0189562231047,0.686595778431
0.03,4.7,moment_ode,2,0.0277000150825,0.0192600510123,0.695308322214
0.03,4.8,bounded_mc,1,0.0289080211384,0.0147713457084,0.510977407888
0.03,4.8,linear_mc,1,0.0288944405982,0.0155912683248,0.53959405346
0.03,4.8,moment_ode,1,0.0289186591124,0.0159651497064,0.552070884209
0.03,4.8,bounded_mc,2,0.0269366241543,0.0169274976182,0.628419415929
0.03,4.8,linear_mc,2,0.027686022396,0.0188837360725,0.682067499707
0.03,4.8,moment_ode,2,0.0278149492028,0.0194032549637,0.697583692215
0.03,4.9,bounded_mc,1,0.0290017065965,0.0148877162377,0.513339316365
0.03,4.9,linear_mc,1,0.0289921632021,0.0157240413084,0.54235488393
0.03,4.9,moment_ode,1,0.0289389730975,0.0159938491571,0.552675076038
0.03,4.9,bounded_mc,2,0.0270442748766,0.0171711312228,0.634926663817
0.03,4.9,linear_mc,2,0.0278116186973,0.019236106105,0.691657192427
0.03,4.9,moment_ode,2,0.0279209803441,0.0195365998084,0.699710381499
0.03,5,bounded_mc,1,0.028889080315,0.0147355829874,0.510074492739
0.03,5,linear_mc,1,0.0288702401914,0.0155128376178,0.537329704047
0.03,5,moment_ode,1,0.0289572988915,0.0160199170989,0.553225532499
0.03,5,bounded_mc,2,0.0270648232324,0.0170094803683,0.628471881092
0.03,5,linear_mc,2,0.027824959027,0.0189490331588,0.681008483802
0.03,5,moment_ode,2,0.0280187566192,0.0196606652685,0.701696564757
0.03,5.1,bounded_mc,1,0.0289023611472,0.0145579041804,0.503692556682
0.03,5.1,linear_mc,1,0.0288768116338,0.0153157770403,0.530383244332
0.03,5.1,moment_ode,1,0.0289738310844,0.0160435872965,0.553726818168
0.03,5.1,bounded_mc,2,0.0271247790853,0.017143581687,0.632026592109
0.03,5.1,linear_mc,2,0.0278948668325,0.0192039396081,0.688439909874
0.03,5.1,moment_ode,2,0.0281088839531,0.0197760082198,0.703550103688
0.03,5.2,bounded_mc,1,0.028955869595,0.0143883154019,0.496904966181
0.03,5.2,linear_mc,1,0.0289245307789,0.0151213562362,0.522786570052
0.03,5.2,moment_ode,1,0.0289887452217,0.0160650737599,0.554183136835
0.03,5.2,bounded_mc,2,0.0272018488061,0.0170004134892,0.624972721905
0.03,5.2,linear_mc,2,0.0279691342907,0.0190369209238,0.680640334662
0.03,5.2,moment_ode,2,0.0281919281904,0.019883162185,0.705278548197
0.03,5.3,bounded_mc,1,0.0290402668703,0.0144465165766,0.497465007505
0.03,5.3,linear_mc,1,0.0290113644717,0.0152145515858,0.524434195458
0.03,5.3,moment_ode,1,0.0290021996671,0.0160845722778,0.55459835676
0.03,5.3,bounded_mc,2,0.027355145067,0.0169836234722,0.6208566407
0.03,5.3,linear_mc,2,0.0281262451453,0.0189507214443,0.67377359994
0.03,5.3,moment_ode,2,0.0282684171883,0.0199826370679,0.70688913832
0.03,5.4,bounded_mc,1,0.029180158027,0.0149827816335,0.513457864746
0.03,5.4,linear_mc,1,0.0291740866102,0.0160298319529,0.549454458237
0.03,5.4,moment_ode,1,0.0290143372853,0.0161022618511,0.55497603453
0.03,5.4,bounded_mc,2,0.0274692269818,0.0172013288003,0.626203599094
0.03,5.4,linear_mc,2,0.0282589520116,0.0193776200329,0.685716159075
0.03,5.4,moment_ode,2,0.0283388428799,0.0200749190968,0.708388806905
0.03,5.5,bounded_mc,1,0.0292037644964,0.0150483153864,0.515286835308
0.03,5.5,linear_mc,1,0.0291981997884,0.0160216618377,0.548720878472
0.03,5.5,moment_ode,1,0.0290252869581,0.0161183060288,0.555319437569
0.03,5.5,bounded_mc,2,0.0277199130642,0.0176285702787,0.635953303239
0.03,5.5,linear_mc,2,0.0285460965125,0.0201467472475,0.705761897731
0.03,5.5,moment_ode,2,0.0284036632923,0.0201604709455,0.709784183049
0.03,5.6,bounded_mc,1,0.029274579574,0.0153220151461,0.523389758933
0.03,5.6,linear_mc,1,0.0292798704278,0.0163974216911,0.560023710881
0.03,5.6,moment_ode,1,0.0290351649532,0.0161328541525,0.555631565327
0.03,5.6,bounded_mc,2,0.0276897741015,0.0176184911588,0.636281505736
0.03,5.6,linear_mc,2,0.028518322523,0.0201117472187,0.705221956954
0.03,5.6,moment_ode,2,0.0284633045096,0.0202397320058,0.711081596268
0.03,5.7,bounded_mc,1,0.0291964232206,0.0154577307737,0.529439193868
0.03,5.7,linear_mc,1,0.0292067919521,0.0166624891482,0.570500490966
0.03,5.7,moment_ode,1,0.0290440761591,0.016146042512,0.555915169193
0.03,5.7,bounded_mc,2,0.027604643283,0.0175131843987,0.634428933537
0.03,5.7,linear_mc,2,0.028425047492,0.0198289880094,0.697588562163
0.03,5.7,moment_ode,2,0.0285181625733,0.0203131187859,0.71228708139
0.03,5.8,bounded_mc,1,0.029133018586,0.0153631284377,0.527344201988
0.03,5.8,linear_mc,1,0.0291389228083,0.0164661712148,0.565091967301
0.03,5.8,moment_ode,1,0.0290521151983,0.0161579954185,0.55617277118
0.03,5.8,bounded_mc,2,0.0276695008711,0.0172813602493,0.624563497902
0.03,5.8,linear_mc,2,0.0284822120286,0.0194578725785,0.683158757436
0.03,5.8,moment_ode,2,0.0285686053129,0.0203810254152,0.713406384106
0.03,5.9,bounded_mc,1,0.0291214103116,0.015103052161,0.518623651787
0.03,5.9,linear_mc,1,0.0291174147929,0.0161178930573,0.553548217516
0.03,5.9,moment_ode,1,0.0290593674323,0.0161688261976,0.556406681435
0.03,5.9,bounded_mc,2,0.0277650580931,0.0175429652362,0.631836071705
0.03,5.9,linear_mc,2,0.0285942834561,0.0196816523998,0.6883072426
0.03,5.9,moment_ode,2,0.0286149741035,0.0204438242336,0.714444967158
0.03,6,bounded_mc,1,0.0290142286284,0.0149662275787,0.515823728087
0.03,6,linear_mc,1,0.0290029274533,0.0159221071763,0.548982760516
0.03,6,moment_ode,1,0.0290659098683,0.0161786381094,0.5566190146
0.03,6,bounded_mc,2,0.0278278916752,0.0172621851754,0.620319547627
0.03,6,linear_mc,2,0.0286454058974,0.0192904917194,0.673423577534
0.03,6,moment_ode,2,0.0286575855463,0.0205018664501,0.715408017085
0.03,6.1,bounded_mc,1,0.0290962124781,0.0151747377644,0.521536532489
0.03,6.1,linear_mc,1,0.029094745584,0.0161977544177,0.556724387603
0.03,6.1,moment_ode,1,0.0290718119763,0.0161875251969,0.556811705102
0.03,6.1,bounded_mc,2,0.0279137075964,0.0174756416559,0.626059494086
0.03,6.1,linear_mc,2,0.0287530252006,0.0196856956101,0.684647805676
0.03,6.1,moment_ode,2,0.0286967330711,0.0205554828549,0.716300451481
0.03,6.2,bounded_mc,1,0.0292931624512,0.0155002030171,0.5291406499
0.03,6.2,linear_mc,1,0.0293080864218,0.0165927068684,0.566147739214
0.03,6.2,moment_ode,1,0.0290771364271,0.0161955730707,0.556986521397
0.03,6.2,bounded_mc,2,0.0278411493129,0.0176342940037,0.633389584802
0.03,6.2,linear_mc,2,0.0286938762837,0.0201649367999,0.702760986369
0.03,6.2,moment_ode,2,0.028732688461,0.0206049845718,0.717126926698
0.03,6.3,bounded_mc,1,0.0293703169351,0.0152651463569,0.519747416776
0.03,6.3,linear_mc,1,0.0293755317787,0.016195656847,0.551331528872
0.03,6.3,moment_ode,1,0.0290819397578,0.0162028596307,0.557145079238
0.03,6.3,bounded_mc,2,0.0278592777447,0.0177006651226,0.635359799519
0.03,6.3,linear_mc,2,0.028721625851,0.0203699695086,0.709220627489
0.03,6.3,moment_ode,2,0.0287657032973,0.0206506638396,0.71789184593
0.03,6.4,bounded_mc,1,0.0292860400626,0.015360110127,0.524485730885
0.03,6.4,linear_mc,1,0.0292924388131,0.0163522033939,0.55823973887
0.03,6.4,moment_ode,1,0.0290862729719,0.0162094557316,0.557288853999
0.03,6.4,bounded_mc,2,0.0279765392611,0.0176856004354,0.632158261977
0.03,6.4,linear_mc,2,0.0288422086941,0.0203061234015,0.704041899734
0.03,6.4,moment_ode,2,0.0287960103287,0.020692794812,0.718599367614
0.03,6.5,bounded_mc,1,0.0293143786052,0.0152888514166,0.521547859585
0.03,6.5,linear_mc,1,0.0293173902198,0.0162204913876,0.553272009069
0.03,6.5,moment_ode,1,0.0290901820813,0.0162154257944,0.557419192121
0.03,6.5,bounded_mc,2,0.028109524305,0.0178535999779,0.635144152003
0.03,6.5,linear_mc,2,0.0289845137096,0.0203243587381,0.701214412004
0.03,6.5,moment_ode,2,0.0288238247626,0.0207316343673,0.719253414079
0.03,6.6,bounded_mc,1,0.029289972628,0.0154819947404,0.528576620301
0.03,6.6,linear_mc,1,0.0293011930177,0.0165099792132,0.563457576737
0.03,6.6,moment_ode,1,0.0290937085944,0.0162208283688,0.557537321726
0.03,6.6,bounded_mc,2,0.0281617957247,0.0181230658258,0.64353374348
0.03,6.6,linear_mc,2,0.0290548747508,0.0206128502673,0.709445504209
0.03,6.6,moment_ode,2,0.028849345484,0.0207674229209,0.719857680392
0.03,6.7,bounded_mc,1,0.029276652261,0.0153600116028,0.524650546308
0.03,6.7,linear_mc,1,0.0292839765592,0.0163666622521,0.558894801018
0.03,6.7,moment_ode,1,0.0290968899569,0.0162257166488,0.557644362432
0.03,6.7,bounded_mc,2,0.0281581378603,0.0181262718938,0.643731200682
0.03,6.7,linear_mc,2,0.029054185453,0.0206124298753,0.70944786625
0.03,6.7,moment_ode,2,0.0288727562015,0.0208003852337,0.72041564333
0.03,6.8,bounded_mc,1,0.0293051734498,0.0148885924215,0.508053379959
0.03,6.8,linear_mc,1,0.0292946102472,0.0157543096814,0.537788676773
0.03,6.8,moment_ode,1,0.0290997599498,0.0162301389463,0.55774133444
0.03,6.8,bounded_mc,2,0.0282217380689,0.0185107693202,0.655904653179
0.03,6.8,linear_mc,2,0.0291442199357,0.0211826760336,0.726822542524
0.03,6.8,moment_ode,2,0.028894226525,0.0208307312108,0.720930570431
0.03,6.9,bounded_mc,1,0.0293287260844,0.0147861253619,0.50415164025
0.03,6.9,linear_mc,1,0.0293146090399,0.0156182822538,0.532781529939
0.03,6.9,moment_ode,1,0.0291023490479,0.0162341391249,0.557829166923
0.03,6.9,bounded_mc,2,0.0283708717335,0.0189381718941,0.667521677585
0.03,6.9,linear_mc,2,0.029325352047,0.0217806293179,0.742723541156
0.03,6.9,moment_ode,2,0.0289139129756,0.0208586566875,0.721405529065
0.03,7,bounded_mc,1,0.0293539359089,0.0148436542831,0.505678500121
0.03,7,linear_mc,1,0.0293381242384,0.0156194158308,0.532393131338
0.03,7,moment_ode,1,0.029104684743,0.0162377569966,0.557908705763
0.03,7,bounded_mc,2,0.0282658543009,0.0185300328512,0.655562455462
0.03,7,linear_mc,2,0.0291932675276,0.0212750361866,0.728765156777
0.03,7,moment_ode,2,0.028931959933,0.0208843441959,0.72184339548
0.03,7.1,bounded_mc,1,0.0295179331611,0.0151616156293,0.513640827986
0.03,7.1,linear_mc,1,0.029515804151,0.0160142517846,0.542565322045
0.03,7.1,moment_ode,1,0.0291067918367,0.0162410286859,0.557980720688
0.03,7.1,bounded_mc,2,0.0282696413518,0.0184506663076,0.652667151945
0.03,7.1,linear_mc,2,0.0291920293296,0.0211126516474,0.723233435026
0.03,7.1,moment_ode,2,0.028948500521,0.0209079637124,0.722246863778
0.03,7.2,bounded_mc,1,0.029494567575,0.0151011720502,0.511998421804
0.03,7.2,linear_mc,1,0.0294913293978,0.0159903265127,0.542204330535
0.03,7.2,moment_ode,1,0.0291086927027,0.0162439869615,0.558045911833
0.03,7.2,bounded_mc,2,0.0282429778127,0.0184727132989,0.654063938348
0.03,7.2,linear_mc,2,0.0291710590018,0.0212958695425,0.730034159583
0.03,7.2,moment_ode,2,0.028963657436,0.0209296733813,0.722618454783
0.03,7.3,bounded_mc,1,0.0294449626603,0.0152316884528,0.517293522443
0.03,7.3,linear_mc,1,0.0294413185371,0.0160903591754,0.546523049067
0.03,7.3,moment_ode,1,0.0291104075252,0.0162466615403,0.558104915785
0.03,7.3,bounded_mc,2,0.0283319206571,0.0183795708155,0.648723079452
0.03,7.3,linear_mc,2,0.0292600867113,0.0211381394595,0.722422310912
0.03,7.3,moment_ode,2,0.0289775437195,0.0209496202137,0.722960524759
0.03,7.4,bounded_mc,1,0.0294039622934,0.015134734457,0.514717516842
0.03,7.4,linear_mc,1,0.0293963575468,0.0159768575351,0.543497863966
0.03,7.4,moment_ode,1,0.0291119545128,0.0162490793644,0.558158311126
0.03,7.4,bounded_mc,2,0.028364701311,0.0181792482051,0.640910969086
0.03,7.4,linear_mc,2,0.0292810068505,0.020861697243,0.712465160421
0.03,7.4,moment_ode,2,0.0289902634795,0.02096794076,0.72327527395
0.03,7.5,bounded_mc,1,0.0294715079244,0.0151400390106,0.513717827043
0.03,7.5,linear_mc,1,0.0294664813746,0.0160233232434,0.543781357527
0.03,7.5,moment_ode,1,0.029113350092,0.0162512648547,0.558206623535
0.03,7.5,bounded_mc,2,0.0283819868901,0.0182584549348,0.643311372299
0.03,7.5,linear_mc,2,0.0293045507396,0.0209501360857,0.714910672812
0.03,7.5,moment_ode,2,0.0290019125618,0.0209847617551,0.723564754923
0.03,7.6,bounded_mc,1,0.029345400695,0.0150131152216,0.511600280319
0.03,7.6,linear_mc,1,0.0293318127817,0.0158389194457,0.539991154436
0.03,7.6,moment_ode,1,0.0291146090817,0.0162532401409,0.558250330455
0.03,7.6,bounded_mc,2,0.028375045996,0.0182009160209,0.641440934525
0.03,7.6,linear_mc,2,0.0292936692506,0.0208851852599,0.712959004255
0.03,7.6,moment_ode,2,0.0290125791753,0.0210002007352,0.723830880676
0.03,7.7,bounded_mc,1,0.0293101057076,0.0148119768671,0.50535392178
0.03,7.7,linear_mc,1,0.0292866707399,0.0155566442046,0.531185136842
0.03,7.7,moment_ode,1,0.0291157448503,0.0162550252728,0.558289865377
0.03,7.7,bounded_mc,2,0.0283860213998,0.018234258529,0.642367532673
0.03,7.7,linear_mc,2,0.0293092776908,0.0209724204016,0.715555689322
0.03,7.7,moment_ode,2,0.0290223444738,0.021014366627,0.724075432499
0.03,7.8,bounded_mc,1,0.0291958860168,0.014681334817,0.502856286278
0.03,7.8,linear_mc,1,0.0291661740015,0.0154664727454,0.530288022851
0.03,7.8,moment_ode,1,0.0291167694578,0.0162566384113,0.558325621764
0.03,7.8,bounded_mc,2,0.0283729945326,0.0183455587886,0.646585215654
0.03,7.8,linear_mc,2,0.0292981717059,0.0209645497533,0.715558293663
0.03,7.8,moment_ode,2,0.0290312830958,0.0210273603081,0.724300067575
0.03,7.9,bounded_mc,1,0.0292814021032,0.0149576711838,0.510824964294
0.03,7.9,linear_mc,1,0.0292619227116,0.0157347964758,0.537722576566
0.03,7.9,moment_ode,1,0.0291176937838,0.0162580960032,0.558357956639
0.03,7.9,bounded_mc,2,0.0281912135842,0.0181274490162,0.643017689253
0.03,7.9,linear_mc,2,0.0291001198475,0.0207927551587,0.714524725934
0.03,7.9,moment_ode,2,0.0290394636668,0.0210392751392,0.724506326308
0.03,8,bounded_mc,1,0.0294013322517,0.0151184163451,0.514208547276
0.03,8,linear_mc,1,0.0293915423846,0.0159719510465,0.543419968832
0.03,8,moment_ode,1,0.0291185276432,0.0162594129402,0.558387193867
0.03,8,bounded_mc,2,0.0281980363689,0.0180523047026,0.640197227441
0.03,8,linear_mc,2,0.0291033333362,0.0208176938938,0.715302733655
0.03,8,moment_ode,2,0.0290469492648,0.0210501974689,0.724695639361
0.03,8.1,bounded_mc,1,0.0294572936327,0.0150666545939,0.511474502095
0.03,8.1,linear_mc,1,0.0294451468727,0.0158684909501,0.53891702489
0.03,8.1,moment_ode,1,0.0291192798903,0.0162606027036,0.558413627153
0.03,8.1,bounded_mc,2,0.0283297206009,0.0183472823665,0.64763372096
0.03,8.1,linear_mc,2,0.0292599539151,0.0213034338773,0.728074758392
0.03,8.1,moment_ode,2,0.0290537978515,0.0210602071105,0.724869334403
0.03,8.2,bounded_mc,1,0.029260990875,0.0148898544876,0.508863645502
0.03,8.2,linear_mc,1,0.0292390910033,0.0156664652161,0.535805480899
0.03,8.2,moment_ode,1,0.0291199585127,0.0162616774954,0.558437522784
0.03,8.2,bounded_mc,2,0.0284493092316,0.0185494265888,0.652016765602
